# Time (s),Elevation (rad),eta_tot,eta_diff,eta_atm,eta_sys,Distance (m)
1.810000000000000000e+02,2.585462168742511668e-01,8.818097169163424806e-04,5.472386924084606669e-02,5.095632320973728646e-01,3.162277660168379134e-02,1.416472449604867958e+06
1.800000000000000000e+02,2.609383853615385163e-01,8.949732412321713621e-04,5.524153879023720876e-02,5.123235067624786199e-01,3.162277660168379134e-02,1.409646906256855931e+06
1.790000000000000000e+02,2.633484330253817451e-01,9.081132166646033567e-04,5.576618158393618907e-02,5.149547730177272964e-01,3.162277660168379134e-02,1.402825737810733030e+06
1.780000000000000000e+02,2.657766102207097525e-01,9.213425993680118354e-04,5.629791446420136236e-02,5.175220338216236504e-01,3.162277660168379134e-02,1.396009016839857213e+06
1.770000000000000000e+02,2.682231717310972208e-01,9.348118203989065969e-04,5.683685649493263464e-02,5.201087319761176220e-01,3.162277660168379134e-02,1.389196817253137473e+06
1.760000000000000000e+02,2.706883768600198414e-01,9.485261456687334690e-04,5.738312900480214973e-02,5.227151416373335691e-01,3.162277660168379134e-02,1.382389214325556532e+06
1.750000000000000000e+02,2.731724895241389728e-01,9.624909744606709909e-04,5.793685563104578051e-02,5.253415418388205360e-01,3.162277660168379134e-02,1.375586284729487728e+06
1.740000000000000000e+02,2.756757783486680213e-01,9.767118431595112928e-04,5.849816236390940200e-02,5.279882165923807102e-01,3.162277660168379134e-02,1.368788106566838454e+06
1.730000000000000000e+02,2.781985167648532986e-01,9.911944290913246840e-04,5.906717759174295174e-02,5.306554549911339791e-01,3.162277660168379134e-02,1.361994759402040159e+06
1.720000000000000000e+02,2.807409831096242536e-01,1.005704105951392034e-03,5.964403214673324322e-02,5.332160674794165223e-01,3.162277660168379134e-02,1.355206324295904720e+06
1.710000000000000000e+02,2.833034607274499406e-01,1.020307333999036789e-03,6.022885935126531809e-02,5.357058266691758774e-01,3.162277660168379134e-02,1.348422883840379305e+06
1.700000000000000000e+02,2.858862380744552900e-01,1.035178588796289165e-03,6.082179506489877180e-02,5.382153095189287084e-01,3.162277660168379134e-02,1.341644522194224177e+06
1.690000000000000000e+02,2.884896088248337653e-01,1.050323831822568433e-03,6.142297773194622251e-02,5.407448013689318822e-01,3.162277660168379134e-02,1.334871325119633460e+06
1.680000000000000000e+02,2.911138719796210195e-01,1.065749176927286573e-03,6.203254842963480675e-02,5.432945927351185977e-01,3.162277660168379134e-02,1.328103380019839620e+06
1.670000000000000000e+02,2.937593319778487588e-01,1.081460894593445779e-03,6.265065091683452714e-02,5.458649794170975511e-01,3.162277660168379134e-02,1.321340775977712357e+06
1.660000000000000000e+02,2.964262988101552532e-01,1.097465416324573499e-03,6.327743168332909673e-02,5.484562626085398573e-01,3.162277660168379134e-02,1.314583603795398260e+06
1.650000000000000000e+02,2.991150881348825785e-01,1.113399135577296511e-03,6.391303999960651350e-02,5.508855803617769276e-01,3.162277660168379134e-02,1.307831956035020296e+06
1.640000000000000000e+02,3.018260213967145500e-01,1.129584708375463639e-03,6.455762796714170637e-02,5.533134659751804962e-01,3.162277660168379134e-02,1.301085927060470218e+06
1.630000000000000000e+02,3.045594259479028620e-01,1.146071293601713496e-03,6.521135056914069417e-02,5.557614766580246668e-01,3.162277660168379134e-02,1.294345613080331357e+06
1.620000000000000000e+02,3.073156351721292312e-01,1.162865670407342610e-03,6.587436572171269378e-02,5.582299109855106689e-01,3.162277660168379134e-02,1.287611112191952998e+06
1.610000000000000000e+02,3.100949886110525022e-01,1.179974792448796987e-03,6.654683432543280486e-02,5.607190730478647245e-01,3.162277660168379134e-02,1.280882524426722899e+06
1.600000000000000000e+02,3.128978320935905111e-01,1.197405792749915970e-03,6.722892031725397066e-02,5.632292725661212085e-01,3.162277660168379134e-02,1.274159951796562877e+06
1.590000000000000000e+02,3.157245178679849995e-01,1.214937922211769541e-03,6.792079072272233509e-02,5.656546410930354263e-01,3.162277660168379134e-02,1.267443498341691680e+06
1.580000000000000000e+02,3.185754047366886055e-01,1.232612780895855692e-03,6.862261570844779834e-02,5.680144687613735144e-01,3.162277660168379134e-02,1.260733270179680083e+06
1.570000000000000000e+02,3.214508581941410426e-01,1.250619647449262512e-03,6.933456863477334420e-02,5.703946314757923908e-01,3.162277660168379134e-02,1.254029375555850100e+06
1.560000000000000000e+02,3.243512505674580049e-01,1.268966063965030165e-03,7.005682610858486592e-02,5.727954374308539265e-01,3.162277660168379134e-02,1.247331924895045813e+06
1.550000000000000000e+02,3.272769611601012985e-01,1.287659767200798359e-03,7.078956803619609883e-02,5.752172005958051670e-01,3.162277660168379134e-02,1.240641030854823068e+06
1.540000000000000000e+02,3.302283763985576215e-01,1.306708693947237956e-03,7.153297767623835457e-02,5.776602408359923224e-01,3.162277660168379134e-02,1.233956808380094357e+06
1.530000000000000000e+02,3.332058899820836140e-01,1.325899989452280266e-03,7.228724169247753573e-02,5.800282066508508638e-01,3.162277660168379134e-02,1.227279374759273371e+06
1.520000000000000000e+02,3.362099030355569229e-01,1.345260590285614691e-03,7.305255020647576092e-02,5.823325126558035469e-01,3.162277660168379134e-02,1.220608849681965075e+06
1.510000000000000000e+02,3.392408242654710859e-01,1.364988682952772165e-03,7.382909685000677014e-02,5.846574592743124521e-01,3.162277660168379134e-02,1.213945355298240902e+06
1.500000000000000000e+02,3.422990701191200302e-01,1.385092680979399700e-03,7.461707881712800750e-02,5.870033659530590198e-01,3.162277660168379134e-02,1.207289016279546311e+06
1.490000000000000000e+02,3.453850649470178724e-01,1.405581215046823162e-03,7.541669691580202284e-02,5.893705582010939636e-01,3.162277660168379134e-02,1.200639959881296381e+06
1.480000000000000000e+02,3.484992411685751135e-01,1.426463138878778479e-03,7.622815561895525394e-02,5.917593677169241673e-01,3.162277660168379134e-02,1.193998316007192014e+06
1.470000000000000000e+02,3.516420394410769146e-01,1.447405506304630081e-03,7.705166311484905328e-02,5.940297603919929559e-01,3.162277660168379134e-02,1.187364217275322415e+06
1.460000000000000000e+02,3.548139088319997025e-01,1.468672300864998139e-03,7.788743135663167561e-02,5.962899952198816855e-01,3.162277660168379134e-02,1.180737799086092971e+06
1.450000000000000000e+02,3.580153069946852562e-01,1.490347112337595328e-03,7.873567611092699425e-02,5.985712718846614155e-01,3.162277660168379134e-02,1.174119199692040682e+06
1.440000000000000000e+02,3.612467003474104654e-01,1.512439343959411488e-03,7.959661700530737405e-02,6.008739227502170044e-01,3.162277660168379134e-02,1.167508560269583249e+06
1.430000000000000000e+02,3.645085642558617001e-01,1.534958640814216039e-03,8.047047757448483329e-02,6.031982865562469653e-01,3.162277660168379134e-02,1.160906024992763065e+06
1.420000000000000000e+02,3.678013832190481502e-01,1.557752723847341579e-03,8.135748530504365028e-02,6.054816739011852356e-01,3.162277660168379134e-02,1.154311741109036142e+06
1.410000000000000000e+02,3.711256510586620760e-01,1.580729198644831388e-03,8.225787167852280368e-02,6.076870857036235085e-01,3.162277660168379134e-02,1.147725859017173992e+06
1.400000000000000000e+02,3.744818711118935717e-01,1.604149584374430599e-03,8.317187221264671360e-02,6.099136954938370048e-01,3.162277660168379134e-02,1.141148532347325934e+06
1.390000000000000000e+02,3.778705564277138329e-01,1.628024138198175610e-03,8.409972650048208598e-02,6.121618436427921361e-01,3.162277660168379134e-02,1.134579918043314479e+06
1.380000000000000000e+02,3.812922299666145487e-01,1.652363378938158638e-03,8.504167824729068348e-02,6.144318770970335075e-01,3.162277660168379134e-02,1.128020176447215024e+06
1.370000000000000000e+02,3.847474248038145750e-01,1.677084387546215298e-03,8.599797530482400365e-02,6.166896923045436241e-01,3.162277660168379134e-02,1.121469471386296907e+06
1.360000000000000000e+02,3.882366843358960873e-01,1.701957921251224430e-03,8.696886970279521512e-02,6.188494263880699453e-01,3.162277660168379134e-02,1.114927970262375195e+06
1.350000000000000000e+02,3.917605624908756523e-01,1.727315366449286597e-03,8.795461767723979085e-02,6.210305882327330496e-01,3.162277660168379134e-02,1.108395844143655850e+06
1.340000000000000000e+02,3.953196239416602586e-01,1.753167917106392701e-03,8.895547969546122036e-02,6.232335273520364094e-01,3.162277660168379134e-02,1.101873267859130399e+06
1.330000000000000000e+02,3.989144443228653247e-01,1.779527049192827044e-03,8.997172047723474286e-02,6.254586000444113392e-01,3.162277660168379134e-02,1.095360420095597627e+06
1.320000000000000000e+02,4.025456104509406163e-01,1.806274717263601452e-03,9.100360901192168506e-02,6.276610618575978462e-01,3.162277660168379134e-02,1.088857483497378416e+06
1.310000000000000000e+02,4.062137205475415680e-01,1.833251026288075384e-03,9.205141857112457415e-02,6.297837508535759632e-01,3.162277660168379134e-02,1.082364644768798957e+06
1.300000000000000000e+02,4.099193844660924957e-01,1.860755686001286120e-03,9.311542671648766201e-02,6.319281717721273450e-01,3.162277660168379134e-02,1.075882094779514940e+06
1.290000000000000000e+02,4.136632239214406148e-01,1.888800908816414643e-03,9.419591530222376496e-02,6.340946843917840692e-01,3.162277660168379134e-02,1.069410028672750574e+06
1.280000000000000000e+02,4.174458727225311971e-01,1.917399209272922745e-03,9.529317047191816770e-02,6.362836554897793873e-01,3.162277660168379134e-02,1.062948645976534812e+06
1.270000000000000000e+02,4.212679770079635899e-01,1.946295925736724053e-03,9.640748264913841237e-02,6.384077207402305554e-01,3.162277660168379134e-02,1.056498150718002114e+06
1.260000000000000000e+02,4.251301954843371700e-01,1.975598509478367765e-03,9.753914652134129670e-02,6.405008916720917878e-01,3.162277660168379134e-02,1.050058751540846890e+06
1.250000000000000000e+02,4.290331996672195336e-01,2.005478561553966296e-03,9.868846101654313308e-02,6.426161668572007990e-01,3.162277660168379134e-02,1.043630661826003576e+06
1.240000000000000000e+02,4.329776741245972005e-01,2.035949386244452659e-03,9.985572927218348827e-02,6.447539173045563343e-01,3.162277660168379134e-02,1.037214099815638037e+06
1.230000000000000000e+02,4.369643167226156533e-01,2.066957038637592167e-03,1.010412585955792614e-01,6.468933739209600242e-01,3.162277660168379134e-02,1.030809288740529097e+06
1.220000000000000000e+02,4.409938388734222503e-01,2.098213859972303686e-03,1.022453604153288481e-01,6.489423861086343059e-01,3.162277660168379134e-02,1.024416456950925058e+06
1.210000000000000000e+02,4.450669657848814742e-01,2.130088102180279028e-03,1.034683502229892943e-01,6.510135713189831863e-01,3.162277660168379134e-02,1.018035838050955557e+06
1.200000000000000000e+02,4.491844367119176007e-01,2.162593892228651619e-03,1.047105475043093314e-01,6.531073054631677532e-01,3.162277660168379134e-02,1.011667671036681393e+06
1.190000000000000000e+02,4.533470052092208880e-01,2.195745687504530117e-03,1.059722756592580556e-01,6.552239717237803296e-01,3.162277660168379134e-02,1.005312200437873718e+06
1.180000000000000000e+02,4.575554393850048696e-01,2.229167081563324885e-03,1.072538619100486118e-01,6.572486190494929437e-01,3.162277660168379134e-02,9.989696764635954751e+05
1.170000000000000000e+02,4.618105221554989481e-01,2.263203948209393905e-03,1.085556371963078276e-01,6.592821405382399691e-01,3.162277660168379134e-02,9.926403551516797161e+05
1.160000000000000000e+02,4.661130514997997576e-01,2.297916227066052700e-03,1.098779360564985652e-01,6.613383369389939093e-01,3.162277660168379134e-02,9.863244985221779207e+05
1.150000000000000000e+02,4.704638407146956025e-01,2.333319224107254387e-03,1.112210964946493408e-01,6.634175969296219888e-01,3.162277660168379134e-02,9.800223747348698089e+05
1.140000000000000000e+02,4.748637186690319867e-01,2.369066270806504358e-03,1.125854598313968946e-01,6.654185500373658302e-01,3.162277660168379134e-02,9.737342582509138156e+05
1.130000000000000000e+02,4.793135300571383928e-01,2.405443280470021504e-03,1.139713705382933012e-01,6.674202049782947954e-01,3.162277660168379134e-02,9.674604299987200648e+05
1.120000000000000000e+02,4.838141356508044999e-01,2.442542597350767612e-03,1.153791760542759171e-01,6.694447086342953934e-01,3.162277660168379134e-02,9.612011775441220962e+05
1.110000000000000000e+02,4.883664125492478969e-01,2.480380371945333819e-03,1.168092265831385951e-01,6.714924555501761150e-01,3.162277660168379134e-02,9.549567952649281360e+05
1.100000000000000000e+02,4.929712544264707175e-01,2.518558662646937056e-03,1.182618748707872647e-01,6.734530298470094989e-01,3.162277660168379134e-02,9.487275845299311914e+05
1.090000000000000000e+02,4.976295717753367875e-01,2.557461207043413686e-03,1.197374759610003031e-01,6.754278371806329284e-01,3.162277660168379134e-02,9.425138538824414136e+05
1.080000000000000000e+02,5.023422921476627945e-01,2.597135800076811208e-03,1.212363869283535622e-01,6.774257076681067247e-01,3.162277660168379134e-02,9.363159192284201272e+05
1.070000000000000000e+02,5.071103603895527057e-01,2.637510555609661606e-03,1.227589665869051605e-01,6.794241545327914800e-01,3.162277660168379134e-02,9.301341040292732650e+05
1.060000000000000000e+02,5.119347388711388280e-01,2.678329508739830771e-03,1.243055751731712844e-01,6.813549239652852973e-01,3.162277660168379134e-02,9.239687394993731286e+05
1.050000000000000000e+02,5.168164077098397202e-01,2.719955599096218844e-03,1.258765740018560064e-01,6.833086216300303661e-01,3.162277660168379134e-02,9.178201648083617911e+05
1.040000000000000000e+02,5.217563649861495234e-01,2.762406219802752624e-03,1.274723250927345397e-01,6.852856469698392905e-01,3.162277660168379134e-02,9.116887272882824764e+05
1.030000000000000000e+02,5.267556269509416911e-01,2.805414803371494761e-03,1.290931907670158085e-01,6.872167701097735559e-01,3.162277660168379134e-02,9.055747826455951435e+05
1.020000000000000000e+02,5.318152282231428662e-01,2.849102869800207178e-03,1.307395332114472952e-01,6.891300691826202085e-01,3.162277660168379134e-02,8.994786951781038661e+05
1.010000000000000000e+02,5.369362219765870803e-01,2.893652003675189089e-03,1.324117140083514721e-01,6.910665839539225086e-01,3.162277660168379134e-02,8.934008379968293011e+05
1.000000000000000000e+02,5.421196801147523114e-01,2.938987901392134654e-03,1.341100936297189017e-01,6.930049433667654357e-01,3.162277660168379134e-02,8.873415932528465055e+05
9.900000000000000000e+01,5.473666934319991739e-01,2.984852691922332008e-03,1.358350308934105632e-01,6.948820878147515812e-01,3.162277660168379134e-02,8.813013523690988077e+05
9.800000000000000000e+01,5.526783717598230394e-01,3.031615936482076005e-03,1.375868823794594020e-01,6.967823664837210496e-01,3.162277660168379134e-02,8.752805162771864561e+05
9.700000000000000000e+01,5.580558440965378564e-01,3.079295927300602746e-03,1.393660018043909321e-01,6.987061832782931470e-01,3.162277660168379134e-02,8.692794956591199152e+05
9.600000000000000000e+01,5.635002587186898060e-01,3.127489593597328199e-03,1.411727393514274898e-01,7.005595074288618607e-01,3.162277660168379134e-02,8.632987111940042814e+05
9.500000000000000000e+01,5.690127832723980150e-01,3.176582113310705714e-03,1.430074409543700686e-01,7.024274111595406600e-01,3.162277660168379134e-02,8.573385938096240861e+05
9.400000000000000000e+01,5.745946048426786579e-01,3.226629352209231354e-03,1.448704475329070374e-01,7.043187959930280462e-01,3.162277660168379134e-02,8.513995849388587521e+05
9.300000000000000000e+01,5.802469299986982021e-01,3.277300988241743131e-03,1.467620941770397536e-01,7.061588865216653632e-01,3.162277660168379134e-02,8.454821367808596697e+05
9.200000000000000000e+01,5.859709848127757637e-01,3.328837262890762400e-03,1.486827092782697923e-01,7.079981096573956245e-01,3.162277660168379134e-02,8.395867125668978551e+05
9.100000000000000000e+01,5.917680148507763471e-01,3.381366097471551029e-03,1.506326136051609754e-01,7.098607808076075054e-01,3.162277660168379134e-02,8.337137868307481986e+05
9.000000000000000000e+01,5.976392851314469290e-01,3.434569348462441357e-03,1.526121193208477278e-01,7.116775503331967956e-01,3.162277660168379134e-02,8.278638456834909739e+05
8.900000000000000000e+01,6.035860800520386205e-01,3.488654685826914677e-03,1.546215289400495185e-01,7.134902139862810966e-01,3.162277660168379134e-02,8.220373870925428346e+05
8.800000000000000000e+01,6.096097032774620006e-01,3.543769425256416885e-03,1.566611342231296611e-01,7.153262959474717686e-01,3.162277660168379134e-02,8.162349211647459306e+05
8.700000000000000000e+01,6.157114775899821257e-01,3.599562380114783126e-03,1.587312150047517079e-01,7.171126171168505925e-01,3.162277660168379134e-02,8.104569704332666006e+05
8.600000000000000000e+01,6.218927446963807837e-01,3.656308227412108283e-03,1.608320379546860635e-01,7.189028985314971365e-01,3.162277660168379134e-02,8.047040701480698772e+05
8.500000000000000000e+01,6.281548649892437775e-01,3.714118995895387618e-03,1.629638552683651265e-01,7.207165974679156095e-01,3.162277660168379134e-02,7.989767685696592089e+05
8.400000000000000000e+01,6.344992172589288826e-01,3.772548097903539142e-03,1.651269032848219909e-01,7.224652273248094447e-01,3.162277660168379134e-02,7.932756272657647496e+05
8.300000000000000000e+01,6.409271983525371974e-01,3.832046010903041901e-03,1.673214010297259802e-01,7.242345222093368173e-01,3.162277660168379134e-02,7.876012214106031461e+05
8.200000000000000000e+01,6.474402227760323036e-01,3.892522200810706427e-03,1.695475486813123600e-01,7.260049521842414366e-01,3.162277660168379134e-02,7.819541400862960145e+05
8.100000000000000000e+01,6.540397222354610296e-01,3.953751857698319626e-03,1.718055259571240612e-01,7.277333545469806264e-01,3.162277660168379134e-02,7.763349865859833080e+05
8.000000000000000000e+01,6.607271451130283246e-01,4.016092983163342157e-03,1.740954904196213016e-01,7.294847839657239152e-01,3.162277660168379134e-02,7.707443787181254011e+05
7.900000000000000000e+01,6.675039558735804679e-01,4.079258862901401043e-03,1.764175756988916044e-01,7.312054437373165516e-01,3.162277660168379134e-02,7.651829491114214761e+05
7.800000000000000000e+01,6.743716343968365612e-01,4.143373628758420871e-03,1.787718896308981009e-01,7.329171208631097834e-01,3.162277660168379134e-02,7.596513455197223229e+05
7.700000000000000000e+01,6.813316752305312862e-01,4.208581532411734792e-03,1.811585123099395400e-01,7.346441075964075251e-01,3.162277660168379134e-02,7.541502311262555886e+05
7.600000000000000000e+01,6.883855867594010913e-01,4.274500884715832366e-03,1.835774940542841127e-01,7.363189439828505822e-01,3.162277660168379134e-02,7.486802848464098061e+05
7.500000000000000000e+01,6.955348902847717785e-01,4.341565316705302963e-03,1.860288532842538090e-01,7.380164296449560624e-01,3.162277660168379134e-02,7.432422016282572877e+05
7.400000000000000000e+01,7.027811190092937421e-01,4.409479032897077426e-03,1.885125743124073938e-01,7.396852485608192973e-01,3.162277660168379134e-02,7.378366927499246085e+05
7.300000000000000000e+01,7.101258169211959181e-01,4.478372608825999593e-03,1.910286050458847862e-01,7.413474883198140075e-01,3.162277660168379134e-02,7.324644861128381453e+05
7.200000000000000000e+01,7.175705375722463142e-01,4.548299534637633215e-03,1.935768546014412228e-01,7.430116601363424556e-01,3.162277660168379134e-02,7.271263265297943726e+05
7.100000000000000000e+01,7.251168427434254715e-01,4.619033184641471203e-03,1.961571908342286952e-01,7.446408357118112775e-01,3.162277660168379134e-02,7.218229760067084571e+05
7.000000000000000000e+01,7.327663009921974169e-01,4.690925752506847936e-03,1.987694377819527181e-01,7.462922810564897036e-01,3.162277660168379134e-02,7.165552140168218175e+05
6.900000000000000000e+01,7.405204860750885798e-01,4.763509554876331487e-03,2.014133730266869649e-01,7.478917423913132856e-01,3.162277660168379134e-02,7.113238377660337137e+05
6.800000000000000000e+01,7.483809752391935577e-01,4.837229198241268201e-03,2.040887249773238599e-01,7.495103824286306615e-01,3.162277660168379134e-02,7.061296624479388120e+05
6.700000000000000000e+01,7.563493473761278008e-01,4.911750989223975621e-03,2.067951700764226186e-01,7.510968665173775038e-01,3.162277660168379134e-02,7.009735214870382333e+05
6.600000000000000000e+01,7.644271810318868932e-01,4.987288224981866781e-03,2.095323299360440372e-01,7.526852845808968961e-01,3.162277660168379134e-02,6.958562667685004417e+05
6.500000000000000000e+01,7.726160522660231456e-01,5.063690730756455378e-03,2.122997684080980829e-01,7.542540529338623845e-01,3.162277660168379134e-02,6.907787688527039718e+05
6.400000000000000000e+01,7.809175323536006186e-01,5.141010956227848316e-03,2.150969885956832417e-01,7.558127244690988622e-01,3.162277660168379134e-02,6.857419171727304347e+05
6.300000000000000000e+01,7.893331853233920281e-01,5.219226109826081809e-03,2.179234298129825165e-01,7.573596902652682816e-01,3.162277660168379134e-02,6.807466202128083678e+05
6.200000000000000000e+01,7.978645653259077708e-01,5.298285429815208399e-03,2.207784645023982417e-01,7.588896720367513948e-01,3.162277660168379134e-02,6.757938056656135013e+05
6.100000000000000000e+01,8.065132138250171723e-01,5.378234300100676914e-03,2.236613951187975957e-01,7.604115215916534831e-01,3.162277660168379134e-02,6.708844205662225140e+05
6.000000000000000000e+01,8.152806566070904815e-01,5.458975523304689104e-03,2.265714509920390696e-01,7.619140129600423528e-01,3.162277660168379134e-02,6.660194314003481995e+05
5.900000000000000000e+01,8.241684006019388553e-01,5.540565220728208180e-03,2.295077851802487801e-01,7.634078995818972535e-01,3.162277660168379134e-02,6.611998241844198201e+05
5.800000000000000000e+01,8.331779305101274513e-01,5.622912893601388941e-03,2.324694713277453972e-01,7.648837383657873801e-01,3.162277660168379134e-02,6.564266045148908161e+05
5.700000000000000000e+01,8.423107052317351240e-01,5.706032551207045056e-03,2.354555005429377068e-01,7.663468988096586720e-01,3.162277660168379134e-02,6.517007975840787403e+05
5.600000000000000000e+01,8.515681540921234971e-01,5.789890890570473930e-03,2.384647783130321719e-01,7.677965168520154426e-01,3.162277660168379134e-02,6.470234481596930418e+05
5.500000000000000000e+01,8.609516728609437619e-01,5.874406212250733901e-03,2.414961214739136663e-01,7.692257506405323353e-01,3.162277660168379134e-02,6.423956205251078354e+05
5.400000000000000000e+01,8.704626195613196504e-01,5.959652701450293862e-03,2.445482552551326572e-01,7.706485814219625752e-01,3.162277660168379134e-02,6.378183983773103682e+05
5.300000000000000000e+01,8.801023100670087862e-01,6.045421761073940456e-03,2.476198104214981655e-01,7.720425174705712879e-01,3.162277660168379134e-02,6.332928846793649718e+05
5.200000000000000000e+01,8.898720134863173925e-01,6.131935253720704852e-03,2.507093205343510767e-01,7.734408048775776034e-01,3.162277660168379134e-02,6.288202014641301939e+05
5.100000000000000000e+01,8.997729473326258054e-01,6.218790315333894494e-03,2.538152193571461268e-01,7.747975766488710558e-01,3.162277660168379134e-02,6.244014895858770469e+05
5.000000000000000000e+01,9.098062724826289083e-01,6.306298699553064026e-03,2.569358384314753274e-01,7.761574880984987157e-01,3.162277660168379134e-02,6.200379084163930966e+05
4.900000000000000000e+01,9.199730879247610682e-01,6.394151657254504122e-03,2.600694048511169032e-01,7.774879537652659156e-01,3.162277660168379134e-02,6.157306354820923880e+05
4.800000000000000000e+01,9.302744253017896092e-01,6.482437035911585085e-03,2.632140392630543113e-01,7.788059436155115867e-01,3.162277660168379134e-02,6.114808660386133706e+05
4.700000000000000000e+01,9.407112432532234170e-01,6.571107564752711253e-03,2.663677541256641024e-01,7.801119442099487822e-01,3.162277660168379134e-02,6.072898125793548534e+05
4.600000000000000000e+01,9.512844215650136936e-01,6.659943716940756528e-03,2.695284522553530460e-01,7.813865682019934811e-01,3.162277660168379134e-02,6.031587042744329665e+05
4.500000000000000000e+01,9.619947551359681048e-01,6.749117774102874473e-03,2.726939256938947231e-01,7.826571240478751301e-01,3.162277660168379134e-02,5.990887863365202211e+05
4.400000000000000000e+01,9.728429477724408470e-01,6.838351398989591691e-03,2.758618549294052924e-01,7.838983706877443725e-01,3.162277660168379134e-02,5.950813193101328798e+05
4.300000000000000000e+01,9.838296058251148057e-01,6.927684114286684208e-03,2.790298085044142229e-01,7.851225942036074157e-01,3.162277660168379134e-02,5.911375782809867524e+05
4.200000000000000000e+01,9.949552316840940547e-01,7.017123216009461296e-03,2.821952430446960647e-01,7.863382722266862856e-01,3.162277660168379134e-02,5.872588520021695876e+05
4.100000000000000000e+01,1.006220217151086782e+00,7.106318660646631508e-03,2.853555037424385654e-01,7.875142568437668578e-01,3.162277660168379134e-02,5.834464419340477325e+05
4.000000000000000000e+01,1.017624836710085523e+00,7.195458292907823926e-03,2.885078253269028337e-01,7.886800640001199181e-01,3.162277660168379134e-02,5.797016611950090155e+05
3.900000000000000000e+01,1.029169240720753109e+00,7.284429023170027780e-03,2.916493335549277255e-01,7.898316408363876828e-01,3.162277660168379134e-02,5.760258334203941049e+05
3.800000000000000000e+01,1.040853448561535943e+00,7.372944776319535765e-03,2.947770472524405272e-01,7.909468791117821862e-01,3.162277660168379134e-02,5.724202915272449609e+05
3.700000000000000000e+01,1.052677341752478180e+00,7.461131390740746369e-03,2.978878809364773339e-01,7.920486406612761154e-01,3.162277660168379134e-02,5.688863763828603551e+05
3.600000000000000000e+01,1.064640657090620612e+00,7.548885588750407771e-03,3.009786480451690505e-01,7.931350749136837353e-01,3.162277660168379134e-02,5.654254353754925542e+05
3.500000000000000000e+01,1.076742979833852809e+00,7.635894136340974810e-03,3.040460648005417488e-01,7.941828636592425106e-01,3.162277660168379134e-02,5.620388208859986626e+05
3.400000000000000000e+01,1.088983736971980587e+00,7.722281864824137761e-03,3.070867547259523156e-01,7.952150019771926370e-01,3.162277660168379134e-02,5.587278886597251985e+05
3.300000000000000000e+01,1.101362190626637538e+00,7.807937543561451962e-03,3.100972538364129560e-01,7.962297685815573622e-01,3.162277660168379134e-02,5.554939960784518626e+05
3.200000000000000000e+01,1.113877431624380465e+00,7.892622430612016710e-03,3.130740165159932586e-01,7.972128722216470509e-01,3.162277660168379134e-02,5.523385003328333842e+05
3.100000000000000000e+01,1.126528373289893858e+00,7.976301771972714796e-03,3.160134220919446624e-01,7.981711896063712341e-01,3.162277660168379134e-02,5.492627564964047633e+05
3.000000000000000000e+01,1.139313745508544473e+00,8.058918031132841081e-03,3.189117821101512540e-01,7.991092798878541847e-01,3.162277660168379134e-02,5.462681155029321089e+05
2.900000000000000000e+01,1.152232089109636926e+00,8.140347496993046578e-03,3.217653483110043955e-01,8.000252100132162481e-01,3.162277660168379134e-02,5.433559220296476269e+05
2.800000000000000000e+01,1.165281750623436086e+00,8.220335369217861635e-03,3.245703212989091146e-01,8.009044940751026687e-01,3.162277660168379134e-02,5.405275122896747198e+05
2.700000000000000000e+01,1.178460877466401380e+00,8.298911211627516687e-03,3.273228598923103028e-01,8.017607305791208949e-01,3.162277660168379134e-02,5.377842117378126131e+05
2.600000000000000000e+01,1.191767413609969628e+00,8.375968381125292045e-03,3.300190911345227129e-01,8.025941045668932849e-01,3.162277660168379134e-02,5.351273326947002206e+05
2.500000000000000000e+01,1.205199095788652475e+00,8.451388177612340416e-03,3.326551209387765828e-01,8.034037160183494786e-01,3.162277660168379134e-02,5.325581718952743104e+05
2.400000000000000000e+01,1.218753450303045271e+00,8.524946320187328300e-03,3.352270453338067058e-01,8.041787701114329057e-01,3.162277660168379134e-02,5.300780079683657968e+05
2.300000000000000000e+01,1.232427790472585327e+00,8.596599573075291989e-03,3.377309622691909152e-01,8.049257492027384053e-01,3.162277660168379134e-02,5.276880988551691407e+05
2.200000000000000000e+01,1.246219214791484786e+00,8.666259896289815745e-03,3.401629839324122329e-01,8.056467446997586102e-01,3.162277660168379134e-02,5.253896791752899298e+05
2.100000000000000000e+01,1.260124605839121115e+00,8.733810296808825618e-03,3.425192495226027090e-01,8.063410517289646418e-01,3.162277660168379134e-02,5.231839575499258935e+05
2.000000000000000000e+01,1.274140629993330220e+00,8.799137637734185183e-03,3.447959384189676069e-01,8.070082411105014009e-01,3.162277660168379134e-02,5.210721138926742715e+05
1.900000000000000000e+01,1.288263737991448776e+00,8.862019400886511980e-03,3.469892836753276089e-01,8.076377944174193413e-01,3.162277660168379134e-02,5.190552966792759253e+05
1.800000000000000000e+01,1.302490166379554504e+00,8.922447584727131314e-03,3.490955857660184014e-01,8.082387123083596414e-01,3.162277660168379134e-02,5.171346202084003598e+05
1.700000000000000000e+01,1.316815939885250142e+00,8.980323430587531033e-03,3.511112265026862245e-01,8.088113971319098594e-01,3.162277660168379134e-02,5.153111618663273985e+05
1.600000000000000000e+01,1.331236874743450649e+00,9.035541539583843984e-03,3.530326830364849400e-01,8.093554090343659801e-01,3.162277660168379134e-02,5.135859594089970342e+05
