# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB)
2.200000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.873382168289339542e+08,5.498787643286910491e-03,1.770616511840314433e-02,5.377417429313917160e+08,6.953457307044913759e+05,2.956927651310703252e+06,3.068301701514209434e+07,1.000000000000000036e-10,2.501279024970996082e+08,3.823558511810166692e+03,2.473016364061686327e+05,6.915288464982355388e-01,9.652887104806330276e-01,9.652887104806330276e-01,9.618032637256034301e-01,2.809611291914737921e-02,1.010062335524919072e-02,7.160708028152503735e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.058464295292408508e+01
2.200000000000000000e+02,1.428571428571428603e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.329207638716205508e+08,5.500284301487392592e-03,1.813954649506809708e-02,3.827253297789130211e+08,5.949398166074042674e+05,2.105098123164540622e+06,2.184291480722435191e+07,1.000000000000000036e-10,1.780662528631320596e+08,3.272338133615493916e+03,2.087690773144036357e+05,6.880442276323491813e-01,9.620685930451386980e-01,9.620685930451386980e-01,9.586247419648947776e-01,3.028257582590433358e-02,1.109268220920088879e-02,7.145819840260750899e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.201321438149551213e+01
2.200000000000000000e+02,2.857142857142857206e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,9.418737998639872670e+07,5.502360779517236761e-03,1.866331119005230910e-02,2.727387318723446727e+08,5.072629902676495840e+05,1.500706901309657143e+06,1.557068128246420808e+07,1.000000000000000036e-10,1.267224171295685619e+08,2.791143982549348948e+03,1.750699258031104109e+05,6.858474228454485289e-01,9.586565947432069690e-01,9.586565947432069690e-01,9.551385960742638792e-01,3.263307817667528143e-02,1.222832574906083936e-02,7.146440504375857206e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.344178581006694273e+01
2.200000000000000000e+02,4.285714285714285587e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,6.664183871294703335e+07,5.505283206190740401e-03,1.917787208710388519e-02,1.936837976121841073e+08,4.310097959508990170e+05,1.066284158305603312e+06,1.106234995367965847e+07,1.000000000000000036e-10,9.001898021629242599e+07,2.372830991352181627e+03,1.466711060376071837e+05,6.817962342912029516e-01,9.549517075117217590e-01,9.549517075117217590e-01,9.508647793626395783e-01,3.561943243792844299e-02,1.351578819943197868e-02,7.132815367312558275e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.487035723863836978e+01
2.200000000000000000e+02,5.714285714285714413e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,4.707229350294443965e+07,5.509379135455805439e-03,1.973746576690093082e-02,1.372949629054658711e+08,3.674312081999126822e+05,7.564100040345524903e+05,7.846562730403432623e+06,1.000000000000000036e-10,6.385675606441923231e+07,2.024317832171917871e+03,1.231947588771865412e+05,6.772419490368634110e-01,9.508124083263953530e-01,9.508124083263953530e-01,9.463967992712927213e-01,3.884584844436737849e-02,1.475735228433990021e-02,7.114958173050657253e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.629892866720980038e+01
2.200000000000000000e+02,7.142857142857143238e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,3.318535086803798005e+07,5.515105299266397434e-03,2.037971869441132164e-02,9.727729390356501937e+07,3.117759490927018342e+05,5.364945191058462951e+05,5.564350596998020075e+06,1.000000000000000036e-10,4.524577012992075831e+07,1.719477189024970812e+03,1.028265744823831192e+05,6.728273410519564068e-01,9.464203777611913670e-01,9.464203777611913670e-01,9.412505055459932102e-01,4.254209698615953050e-02,1.620739746784725932e-02,7.103030781008927708e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.772750009578122743e+01
2.200000000000000000e+02,8.571428571428571175e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,2.334388610242972896e+07,5.523117827267690245e-03,2.112485933366814797e-02,6.887393608956094086e+07,2.630500977812875062e+05,3.803988642503495794e+05,3.944449315563331824e+06,1.000000000000000036e-10,3.201798694402381778e+07,1.452856684520338376e+03,8.517483067734733049e+04,6.683445685660611701e-01,9.417965311684413088e-01,9.417965311684413088e-01,9.354114431360188719e-01,4.660148924676651983e-02,1.798706761721460823e-02,7.095106912700849255e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.915607152435265448e+01
2.200000000000000000e+02,1.000000000000000000e+01,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.637993523958405294e+07,5.534371322183441987e-03,2.183208563163572744e-02,4.860765640896920115e+07,2.253540003915593843e+05,2.690128196683453280e+05,2.788541140066416003e+06,9.284100351752877600e+01,2.259406199693656713e+07,1.247192717106362579e+03,7.185896909288039024e+04,6.631173764160892548e-01,9.362511081885074304e-01,9.362511081885074304e-01,9.293373356858665169e-01,5.073259245627428915e-02,1.993007185785919400e-02,7.080788556555884794e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.058464295292408508e+01
2.200000000000000000e+02,1.142857142857142883e+01,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.146037917464866303e+07,5.550186806965245849e-03,2.265856520814004196e-02,3.424984276919849217e+07,1.912155902843212243e+05,1.900930254782394913e+05,1.969561643530251691e+06,2.011078895684450458e+02,1.591454447186299041e+07,1.061282246482111077e+03,5.996018511430422222e+04,6.572582696565496541e-01,9.304755854508741653e-01,9.304755854508741653e-01,9.220977285945037849e-01,5.564720989771676507e-02,2.225506150777945003e-02,7.067510616907319854e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.201321438149551568e+01
2.200000000000000000e+02,1.285714285714285765e+01,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,7.991625097398533486e+06,5.572430205549164239e-03,2.363130068446349027e-02,2.408284482131632045e+07,1.619313011544402107e+05,1.341999719178563391e+05,1.389550637363703689e+06,2.837568208655716262e+02,1.118628296854705364e+07,9.023508737768806895e+02,4.981111619993759086e+04,6.508308872967799585e-01,9.242147956593782521e-01,9.242147956593782521e-01,9.141307573845682821e-01,6.141907307500107244e-02,2.445016954043064544e-02,7.052481002103113683e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.344178581006694628e+01
