# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB)
2.000000000000000000e+02,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045316733230668232e-02,1.419146794692765223e-01,5.242082131543756723e+08,1.363256602317215409e+06,2.644796469524720311e+07,1.753213783937039673e+08,5.175846546006273456e+02,1.712302438229388595e+08,5.506807957368233474e+04,4.014893261454413878e+05,7.051469892695729769e-01,9.514783240351913918e-01,9.514783240351913918e-01,6.908926952030379764e-01,2.746924637825283733e-01,3.441484101443365029e-02,8.362404163963292891e-01,4.637717118029835994e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.015453748339971440e+01
2.100000000000000000e+02,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045437775601060298e-02,1.820950457127455679e-01,3.709923963971342444e+08,2.768045713049819227e+06,1.871819051242863759e+07,1.240805712041562051e+08,1.525288258817443193e+03,1.593378835542997718e+08,1.396600240521212691e+05,7.830801105170428054e+05,5.282121931206391618e-01,9.204897563190377330e-01,9.204897563190377330e-01,8.254682651120532899e-01,3.459746727676453470e-03,1.710719881602702497e-01,6.383609371603484739e-01,3.657775863933473426e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.015453748339971440e+01
2.200000000000000000e+02,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045361937241280015e-02,8.831459686448461799e-02,3.754951617253976464e+08,1.767923179800089449e+07,1.894508996587580070e+07,1.255851486427376419e+08,6.422117660737119422e+02,1.330646074672738463e+08,5.414054623719507363e+05,6.199390667143625207e+06,6.660925648417157507e-01,8.217028788984956922e-01,8.217028788984956922e-01,6.142579793951117306e-01,3.290161273926906493e-01,5.672589321219762004e-02,9.299532252443054592e-01,2.883183159528271977e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.015453748339971440e+01
2.000000000000000000e+02,1.428571428571428603e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.671569657943838276e+07,5.046195591970326771e-02,6.728143791595926626e-02,1.193667487150596529e+08,1.921230836068606703e+06,6.023479611937636510e+06,3.992734831769765913e+07,2.510751556509180205e+02,8.791349554007640481e+07,8.937552074898143474e+04,1.365967213010526961e+06,2.560353433907428533e-01,8.874163055220097851e-01,8.874163055220097851e-01,7.936921219552875995e-01,1.792770680415635698e-01,2.703081000314883076e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.158310891197114145e+01
2.100000000000000000e+02,1.428571428571428603e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.688651390403728560e+07,5.046240443946532761e-02,6.728817418243981940e-02,1.207276161768176258e+08,1.949224333260420011e+06,6.092205794527107850e+06,4.038281497612239420e+07,3.084766167602869587e+02,8.888896275901630521e+07,9.067403366110289062e+04,1.385393257496152073e+06,2.567227756401615490e-01,8.872598913309888147e-01,8.872598913309888147e-01,7.969287042678666610e-01,1.764416435980131204e-01,2.662965213412021859e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.158310891197114145e+01
2.200000000000000000e+02,1.428571428571428603e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045396840112351122e-02,1.217046413660919091e-01,6.896226290198881924e+07,2.017241803671559989e+08,3.479419833326916210e+06,2.306469247085795552e+07,1.000000000000000036e-10,1.822178699705606699e+07,6.524461947729156353e+06,5.393521786912614107e+07,8.426024270284747653e-01,3.689623457156817610e-01,3.689623457156817610e-01,8.942487896959769866e-01,4.341044606426484875e-02,6.234076423975816461e-02,9.205588785376375149e-01,4.467533925727463773e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.158310891197114145e+01
2.000000000000000000e+02,2.857142857142857206e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.146600189377615787e+07,5.046679874116240250e-02,6.811537380516324847e-02,8.318640937857776880e+07,1.586080275805083569e+06,4.198151780108628795e+06,2.782725467394623160e+07,3.281344873785014329e+02,6.128556602455951273e+07,7.436830055593956786e+04,1.125786477723698132e+06,2.528397566851614542e-01,8.786714743661611093e-01,8.786714743661611093e-01,7.789040648855058979e-01,1.916853721950944889e-01,2.941056291939961320e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.301168034054257205e+01
2.100000000000000000e+02,2.857142857142857206e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045848769258789307e-02,7.120104098674830129e-02,8.937116505736087263e+07,3.059722385462844744e+07,4.509533832119084895e+06,2.989251158397520334e+07,3.679382716049220221e+02,4.164550168759677559e+07,1.002012433955956250e+06,1.420520837839906663e+07,5.225468523778801222e-01,6.308684797205476036e-01,6.308684797205476036e-01,6.549777226000172980e-01,2.548475026955682732e-01,9.017477470441442877e-02,7.188043265598892395e-01,2.030470419577104502e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.301168034054257205e+01
2.200000000000000000e+02,2.857142857142857206e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.168751422340972535e+07,5.046812875885669375e-02,6.807353998119174132e-02,8.478691167381890118e+07,1.611371046011822298e+06,4.279036775420102291e+06,2.836320346831527725e+07,4.810755847146179462e+02,6.245135853341718763e+07,7.551629229781906179e+04,1.143596027035102248e+06,2.533131574055753066e-01,8.788439423536443806e-01,8.788439423536443806e-01,7.812145234836721519e-01,1.894880036047348892e-01,2.929747291159295886e-02,3.000000000000001554e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.301168034054257205e+01
2.000000000000000000e+02,4.285714285714285587e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,7.829211968072160147e+06,5.047371219304366136e-02,6.892575957687684107e-02,5.760699475935284048e+07,1.306440561529490398e+06,2.907638873789749574e+06,1.927246567488499358e+07,4.076274747885702823e+02,4.247235438993798941e+07,6.173472371066256892e+04,9.263941170681545045e+05,2.486336077896029728e-01,8.691164180334699507e-01,8.691164180334699507e-01,7.593228251742036861e-01,2.083676023734167548e-01,3.230957245237955910e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.444025176911399910e+01
