# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB)
2.000000000000000000e+02,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,2.427809099499756470e+07,5.045851282969912588e-02,6.654972430039250708e-02,1.710414136820652783e+08,2.325068757229282986e+06,8.630495366686366498e+06,5.720927240680200607e+07,1.551756722625593738e+02,1.259298712155847996e+08,1.074096285531259782e+05,1.655486197927871719e+06,2.592574899408211508e-01,8.955825927464751146e-01,8.955825927464751146e-01,8.086182740042913153e-01,1.667200773953354809e-01,2.466164860037320383e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.020669905646337128e+01
2.100000000000000000e+02,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,2.452360089994017407e+07,5.045885206498709058e-02,6.654119220071810781e-02,1.727566964222142100e+08,2.334594845841144677e+06,8.717104588004391640e+06,5.778328140212948620e+07,2.269695866614324018e+02,1.271898463107559085e+08,1.078408127597917919e+05,1.662257844459979562e+06,2.593510524013130647e-01,8.958576609340024310e-01,8.958576609340024310e-01,8.090263250875312506e-01,1.664315487505350077e-01,2.454212616193374163e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.020669905646337128e+01
2.200000000000000000e+02,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045546514525533349e-02,2.285141151779274127e-01,3.536523895797299743e+08,1.152552346113167587e+05,1.784369581597632542e+07,1.182829935772787035e+08,1.821515722747457630e+03,1.815516494709424675e+08,5.815256472739518358e+03,2.812959940561604162e+04,4.384779429316577049e-01,9.822674263043302822e-01,9.822674263043302822e-01,6.067415690917021820e-01,2.842205803744107806e-01,1.090378505338870374e-01,5.280501159899160246e-01,4.154800712929390683e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.020669905646337128e+01
2.000000000000000000e+02,1.428571428571428603e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.671942592197538354e+07,5.046192345988440714e-02,6.729641265833039010e-02,1.195591364767881930e+08,1.943521481442163466e+06,6.033183993821559474e+06,3.999168162719871104e+07,2.386944450202468602e+02,8.802691223981343210e+07,9.041255120877064473e+04,1.381286951610525372e+06,2.566853769574413136e-01,8.869195528505483539e-01,8.869195528505483539e-01,7.968344949982241188e-01,1.763502845797384200e-01,2.681522042203746126e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.163527048503479833e+01
2.100000000000000000e+02,1.428571428571428603e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.046194791622884285e-02,5.000000000000000000e-01,1.582708648390818834e+08,1.485953990299722363e+03,7.986656138166245073e+06,5.294049870987784863e+07,2.025554471497687700e+03,1.094833678201314360e+08,7.498413286441703463e+01,1.000000000000000036e-10,2.665295418691047691e-01,9.969452652269727988e-01,9.969452652269727988e-01,7.321184486382672496e-01,1.703096448822510045e-01,9.757190647948174589e-02,3.017580368554719783e-01,2.677882165386425983e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.163527048503479833e+01
2.200000000000000000e+02,1.428571428571428603e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045437868140566912e-02,6.906516558156840235e-02,1.686066795282320082e+08,7.104831069495950639e+07,8.506945257131826133e+06,5.639148832208395004e+07,1.153874768686375916e+02,6.639370376835157722e+07,1.908393327026472660e+06,2.782378265146161988e+07,7.624498619864656934e-01,6.063760418715689049e-01,6.063760418715689049e-01,9.052124820141507211e-01,3.730957899479344503e-02,5.747793899105583387e-02,8.359293504196640967e-01,1.542815560960388854e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.163527048503479833e+01
2.000000000000000000e+02,2.857142857142857206e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.146843214190408401e+07,5.046676028861778185e-02,6.809518257801511210e-02,8.325756606188262999e+07,1.606387713512325892e+06,4.201739628658790141e+06,2.785104205957715586e+07,3.283915666897490269e+02,6.131916873243298382e+07,7.529282984388974728e+04,1.139906098393776221e+06,2.533721818375803680e-01,8.780374807425226358e-01,8.780374807425226358e-01,7.815984010909756696e-01,1.889266151028744234e-01,2.947498380614990698e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.306384191360622893e+01
2.100000000000000000e+02,2.857142857142857206e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.158687467705004103e+07,5.046744426971306458e-02,6.808822544335663141e-02,8.407079308100529015e+07,1.606595750993860886e+06,4.242838064526213333e+06,2.812336244600648433e+07,3.955881612935003204e+02,6.192592818069230765e+07,7.530645003611889842e+04,1.140222677383374888e+06,2.532586575258206074e-01,8.785500740036036316e-01,8.785500740036036316e-01,7.808802558520326897e-01,1.899458077021057290e-01,2.917393644586158130e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.306384191360622893e+01
2.200000000000000000e+02,2.857142857142857206e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045884180508411476e-02,8.676781399460670174e-02,2.946230964723495767e+07,9.210095786099903286e+07,1.486634021702232305e+06,9.854487310054095462e+06,1.000000000000000036e-10,1.349050661321466044e+07,3.649559184319857042e+06,4.242135453627812862e+07,5.210947763293282131e-01,3.612629529497896619e-01,3.612629529497896619e-01,6.214445202842717730e-01,3.092355608136290179e-01,6.931991890209920903e-02,6.677103059084352754e-01,3.432653906488166706e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.306384191360622893e+01
2.000000000000000000e+02,4.285714285714285587e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.045654844742343548e-02,1.142434522079344428e-01,1.559068974341397882e+08,1.746180939688602835e+07,7.866523923673151061e+06,5.214563356664557010e+07,1.000000000000000036e-10,5.206217734159532189e+07,5.975359541942310752e+05,5.287009391577833332e+06,9.059320348287737135e-01,7.492509659586563675e-01,7.492509659586563675e-01,9.929693394701368803e-01,2.590130518141515754e-03,4.440530011721604414e-03,9.118294009535483635e-01,1.982127351815858307e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.449241334217765598e+01
2.100000000000000000e+02,4.285714285714285587e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,7.912633487618620507e+06,5.047466265735998936e-02,6.892688511240618876e-02,5.821943306154925376e+07,1.307376386213480728e+06,2.938606243884449825e+06,1.947762914405004308e+07,4.861096724929474249e+02,4.292477382544613630e+07,6.178022230964167102e+04,9.270467474901950918e+05,2.486563185741286208e-01,8.696761523299182395e-01,8.696761523299182395e-01,7.594097137265990449e-01,2.083340445614870473e-01,3.225624171191390777e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.449241334217765598e+01
2.200000000000000000e+02,4.285714285714285587e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,7.983798640421709977e+06,5.047553711248222580e-02,6.890917859501238807e-02,5.882199793060453981e+07,1.333121568917617202e+06,2.969071939576582052e+06,1.967947311490464956e+07,5.553130191593393192e+02,4.334799852474947274e+07,6.297171089421604120e+04,9.448656219551834511e+05,2.495821366071415415e-01,8.691536663114197703e-01,8.691536663114197703e-01,7.639385563852032490e-01,2.040056969158035860e-01,3.205574669899316498e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.449241334217765598e+01
2.000000000000000000e+02,5.714285714285714413e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.046428588420999450e-02,1.096619826751840110e-01,2.520736143872173503e+07,3.891675386247354746e+07,1.272071494030264672e+06,8.431975764333516359e+06,1.915914470056250707e+02,8.545980964382095262e+06,1.438387529598850990e+06,1.325613266065769643e+07,5.743217569322189853e-01,4.459262087437178002e-01,4.459262087437178002e-01,6.365309652555251052e-01,1.472181678273156713e-01,2.162508669171592235e-01,8.032955938770682813e-01,4.279311317746833376e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.592098477074908658e+01
2.100000000000000000e+02,5.714285714285714413e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,5.375343689986622892e+06,5.048471212591898460e-02,6.985515929166433158e-02,4.030158028226705641e+07,1.091464179600152187e+06,2.034613678769865073e+06,1.348510259427002445e+07,5.452813801962253137e+02,2.971895589440984279e+07,5.201607935771016491e+04,7.725683689492831472e+05,2.453046140766186878e-01,8.586879842179765410e-01,8.586879842179765410e-01,7.441233066462601409e-01,2.206762208274044290e-01,3.520047252633543011e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.592098477074908658e+01
2.200000000000000000e+02,5.714285714285714413e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,5.424208083408012055e+06,5.048608440252652652e-02,6.983928772466040102e-02,4.065018259338334203e+07,1.092911992211428471e+06,2.052268549387665931e+06,1.360202053209336102e+07,6.283247958773702067e+02,2.997725674296512827e+07,5.207774702352457098e+04,7.736406099409398157e+05,2.452558784849055706e-01,8.591295220264295596e-01,8.591295220264295596e-01,7.439186768395168459e-01,2.208027543305030871e-01,3.527856882998006705e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.592098477074908658e+01
2.000000000000000000e+02,7.142857142857143238e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.046817180824783589e-02,8.817264332675422978e-02,1.733968344642372057e+07,3.381366707627060264e+07,8.751021232747433241e+05,5.800533016094786115e+06,1.000000000000000036e-10,7.038761927977349609e+06,1.205072954354846850e+06,1.384134863719712198e+07,6.267471988912721725e-01,4.172838075888030129e-01,4.172838075888030129e-01,8.434589862505349478e-01,7.670636399435448727e-02,7.983464975511056494e-02,7.139554535542818048e-01,3.201175825534365860e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.734955619932051363e+01
2.100000000000000000e+02,7.142857142857143238e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,3.629730267627491616e+06,5.049914431743458831e-02,7.086915339001863268e-02,2.773459868336637691e+07,8.943460121105854632e+05,1.400573501497450052e+06,9.282095578644957393e+06,6.071907644028491404e+02,2.046707741290636361e+07,4.302438562401298987e+04,6.322603713711417513e+05,2.406250302222405768e-01,8.477641632990258191e-01,8.477641632990258191e-01,7.224747695551653193e-01,2.388259935569081727e-01,3.869923688792650807e-02,3.000000000000001554e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.734955619932051363e+01
2.200000000000000000e+02,7.142857142857143238e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.047789369742927690e-02,1.217757098155366341e-01,3.373404685082248598e+07,6.939892979066019878e+06,1.702823630919916322e+06,1.128644479203394428e+07,8.173965462241301339e+02,1.519470895314939320e+07,3.408729058441873640e+05,2.841066039877601899e+06,4.410760519079163222e-01,6.879624303042742861e-01,6.879624303042742861e-01,7.255345414302366569e-01,1.077588624887491769e-01,1.667065960810141800e-01,5.384131230166180337e-01,4.680703975072021406e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.734955619932051363e+01
2.000000000000000000e+02,8.571428571428571175e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.047549239488597489e-02,1.375968406349944717e-01,1.633056815494124219e+07,1.919089286878011748e+07,8.242934687089037616e+05,5.463547266520155594e+06,3.113105008921606895e+02,3.921356693379746284e+06,6.277890456219088519e+05,4.630111178423889913e+06,6.202594105785216305e-01,4.798362991312922210e-01,4.798362991312922210e-01,6.371614200215054424e-01,3.319558954902102066e-02,3.296429904294735369e-01,9.497465661224517852e-01,4.554080844103407522e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.877812762789194068e+01
2.100000000000000000e+02,8.571428571428571175e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.047375153739400849e-02,9.604287409298262190e-02,5.811769474152013659e+07,1.734820680754846893e+06,2.933418084309597500e+06,1.944333198744115233e+07,1.077937111990370340e+03,2.030092967700961977e+07,5.313668719055854308e+04,5.735439401949504390e+05,6.927486608073087915e-01,8.526807312228297242e-01,8.526807312228297242e-01,7.422136075864547156e-01,1.051384213301854026e-01,1.526479710833598680e-01,8.992941500436699709e-01,2.404478315554080536e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.877812762789194068e+01
2.200000000000000000e+02,8.571428571428571175e+00,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,2.456469856220259331e+06,5.052243735463547714e-02,7.194507883772940926e-02,1.916507257197481394e+07,7.364654042434288422e+05,9.682661784146401333e+05,6.416275375963283703e+06,7.376478618902573317e+02,1.415351844253600575e+07,3.577885253388171259e+04,5.200257479654769413e+05,2.356669847831905917e-01,8.360999334057072074e-01,8.360999334057072074e-01,6.996073403816033265e-01,2.578478266870939950e-01,4.254483293130267851e-02,3.000000000000002109e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.877812762789194068e+01
2.000000000000000000e+02,1.000000000000000000e+01,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.617606678855424747e+06,5.054714116377428262e-02,7.818765590839613089e-02,1.402026350347194262e+07,3.212188553680120385e+05,7.086842384633088950e+05,4.695544751107727177e+06,2.717728981016850867e+02,1.044807573521572538e+07,1.623669482675290055e+04,2.217517820086950669e+05,2.257297566209581219e-01,8.685351037067859936e-01,8.685351037067859936e-01,6.000000000000001998e-01,3.712527584045854367e-01,2.874724159541436341e-02,3.000000000000002109e-01,1.231768804021177305e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.020669905646337128e+01
2.100000000000000000e+02,1.000000000000000000e+01,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.048117029911881187e-02,6.880639734179039291e-02,2.531134002710752934e+07,7.680830968764100224e+06,1.277746066407317761e+06,8.468855876256525517e+06,2.637598246632999803e+02,9.713914860385024920e+06,1.960374479652100126e+05,2.910167855260915589e+06,7.330101678234782758e-01,6.448007348764188684e-01,6.448007348764188684e-01,8.044732054670369337e-01,1.218952796118339399e-01,7.363151492112912644e-02,8.956279805028692920e-01,1.025589791678235552e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.020669905646337128e+01
2.200000000000000000e+02,1.000000000000000000e+01,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.048361028049218324e-02,1.479166793259653889e-01,1.422871068242731504e+07,1.534893711440099031e+07,7.183166848855365533e+05,4.760918039963954128e+06,1.000000000000000036e-10,4.298978311817605048e+06,6.814478757683591684e+05,4.670554533926217817e+06,7.064476374549069071e-01,4.905280800700609900e-01,4.905280800700609900e-01,9.804473437609393383e-01,1.289580803416765994e-02,6.656848204893001802e-03,7.139945423672005020e-01,4.973387409447194152e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.020669905646337128e+01
2.000000000000000000e+02,1.142857142857142883e+01,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,1.089010282978185918e+06,5.058581680051923296e-02,7.917257382885867223e-02,9.747220585787128657e+06,2.742249318226560717e+05,4.930711148668774404e+05,3.266304490936835762e+06,3.395770249250958273e+02,7.249741665860297158e+06,1.387189216331575881e+04,1.881248343451290275e+05,2.242764286901719195e-01,8.563616857061491228e-01,8.563616857061491228e-01,6.000000000000001998e-01,3.685480943959942857e-01,3.145190560400551449e-02,3.000000000000002109e-01,1.201374511588112620e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.163527048503480188e+01
2.100000000000000000e+02,1.142857142857142883e+01,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.050789467633902408e-02,5.000000000000000000e-01,3.154158617457554117e+07,1.139557171713280877e+04,1.593099112430132460e+06,1.055755683733859099e+07,1.818855330611815589e+03,1.153759678728621639e+07,5.755663360656117220e+02,1.000000000000000036e-10,5.478529965599567841e-01,9.813469914219314916e-01,9.813469914219314916e-01,7.921825749346379508e-01,8.185771749503906528e-03,1.996316533158581374e-01,6.872522117780042183e-01,4.182586454771125561e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.163527048503480188e+01
2.200000000000000000e+02,1.142857142857142883e+01,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.049449558577662894e-02,3.145957310873913615e-01,4.000217913460246474e+07,1.277469309578609100e+05,2.019889857733630110e+06,1.338684327304713801e+07,1.478748457647696569e+03,1.141314761780058965e+07,6.186639133952947304e+03,2.157307030497338201e+04,7.411648013895804077e-01,9.465116295768782884e-01,9.465116295768782884e-01,7.620582102545164771e-01,5.849548081810861805e-02,1.794463089273748979e-01,9.451747182246184042e-01,3.570642885466270844e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.163527048503480188e+01
2.000000000000000000e+02,1.285714285714285765e+01,5.000000000000000278e-02,1.000000000000000021e-08,9.000000000000000000e+01,0.000000000000000000e+00,5.054276072496658584e-02,7.788629402822128123e-02,5.063442959400788881e+06,4.672467212539845146e+06,2.559203859415107872e+05,1.695695420119461603e+06,2.557116245086599235e+02,2.518564369203705341e+06,1.759407540985941014e+05,2.321232516191778705e+06,4.564172266978422376e-01,5.100435782650420968e-01,5.100435782650420968e-01,6.940406604878265329e-01,1.529871512388579491e-01,1.529721882733155180e-01,6.078254735580373991e-01,2.259120016839526179e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.306384191360622538e+01
