# dt (s),ls (dB),Pec,QBERI,SKL (b),SysLoss (dB)
2.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.468119310165041685e+08,2.015453748339971440e+01
2.100000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.482040582713088989e+08,2.015453748339971440e+01
2.200000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.494127063199769557e+08,2.015453748339971440e+01
2.000000000000000000e+02,1.428571428571428603e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.039492610333113372e+08,2.158310891197114145e+01
2.100000000000000000e+02,1.428571428571428603e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.049354217437767088e+08,2.158310891197114145e+01
2.200000000000000000e+02,1.428571428571428603e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.057945628463497013e+08,2.158310891197114145e+01
2.000000000000000000e+02,2.857142857142857206e+00,1.000000000000000021e-08,1.000000000000000021e-02,7.349189016622532904e+07,2.301168034054257205e+01
2.100000000000000000e+02,2.857142857142857206e+00,1.000000000000000021e-08,1.000000000000000021e-02,7.419162735040822625e+07,2.301168034054257205e+01
2.200000000000000000e+02,2.857142857142857206e+00,1.000000000000000021e-08,1.000000000000000021e-02,7.480175133197259903e+07,2.301168034054257205e+01
2.000000000000000000e+02,4.285714285714285587e+00,1.000000000000000021e-08,1.000000000000000021e-02,5.187270758059049398e+07,2.444025176911399910e+01
2.100000000000000000e+02,4.285714285714285587e+00,1.000000000000000021e-08,1.000000000000000021e-02,5.236883430619861186e+07,2.444025176911399910e+01
2.200000000000000000e+02,4.285714285714285587e+00,1.000000000000000021e-08,1.000000000000000021e-02,5.280127438692114502e+07,2.444025176911399910e+01
2.000000000000000000e+02,5.714285714285714413e+00,1.000000000000000021e-08,1.000000000000000021e-02,3.654417903502036631e+07,2.586882319768542970e+01
2.100000000000000000e+02,5.714285714285714413e+00,1.000000000000000021e-08,1.000000000000000021e-02,3.689543731278682500e+07,2.586882319768542970e+01
2.200000000000000000e+02,5.714285714285714413e+00,1.000000000000000021e-08,1.000000000000000021e-02,3.720148790179006755e+07,2.586882319768542970e+01
2.000000000000000000e+02,7.142857142857143238e+00,1.000000000000000021e-08,1.000000000000000021e-02,2.569022048094312847e+07,2.729739462625685675e+01
2.100000000000000000e+02,7.142857142857143238e+00,1.000000000000000021e-08,1.000000000000000021e-02,2.593841781919285282e+07,2.729739462625685675e+01
2.200000000000000000e+02,7.142857142857143238e+00,1.000000000000000021e-08,1.000000000000000021e-02,2.615455958443005010e+07,2.729739462625685675e+01
2.000000000000000000e+02,8.571428571428571175e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.801604129489360005e+07,2.872596605482828380e+01
2.100000000000000000e+02,8.571428571428571175e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.819093331447356194e+07,2.872596605482828380e+01
2.200000000000000000e+02,8.571428571428571175e+00,1.000000000000000021e-08,1.000000000000000021e-02,1.834328439215862378e+07,2.872596605482828380e+01
2.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.259929157602476887e+07,3.015453748339971440e+01
2.100000000000000000e+02,1.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.272222253988407739e+07,3.015453748339971440e+01
2.200000000000000000e+02,1.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.282925091713454016e+07,3.015453748339971440e+01
2.000000000000000000e+02,1.142857142857142883e+01,1.000000000000000021e-08,1.000000000000000021e-02,8.783141087079029530e+06,3.158310891197114501e+01
2.100000000000000000e+02,1.142857142857142883e+01,1.000000000000000021e-08,1.000000000000000021e-02,8.869234361365888268e+06,3.158310891197114501e+01
2.200000000000000000e+02,1.142857142857142883e+01,1.000000000000000021e-08,1.000000000000000021e-02,8.944132433842157945e+06,3.158310891197114501e+01
2.000000000000000000e+02,1.285714285714285765e+01,1.000000000000000021e-08,1.000000000000000021e-02,6.100340818087548949e+06,3.301168034054256850e+01
2.100000000000000000e+02,1.285714285714285765e+01,1.000000000000000021e-08,1.000000000000000021e-02,6.160371500627136789e+06,3.301168034054256850e+01
2.200000000000000000e+02,1.285714285714285765e+01,1.000000000000000021e-08,1.000000000000000021e-02,6.212549836732116528e+06,3.301168034054256850e+01
2.000000000000000000e+02,1.428571428571428648e+01,1.000000000000000021e-08,1.000000000000000021e-02,4.218850987557983026e+06,3.444025176911399910e+01
2.100000000000000000e+02,1.428571428571428648e+01,1.000000000000000021e-08,1.000000000000000021e-02,4.260484745921628550e+06,3.444025176911399910e+01
2.200000000000000000e+02,1.428571428571428648e+01,1.000000000000000021e-08,1.000000000000000021e-02,4.296623200707096606e+06,3.444025176911399910e+01
2.000000000000000000e+02,1.571428571428571530e+01,1.000000000000000021e-08,1.000000000000000021e-02,2.903643848142062314e+06,3.586882319768542970e+01
2.100000000000000000e+02,1.571428571428571530e+01,1.000000000000000021e-08,1.000000000000000021e-02,2.932297483422293328e+06,3.586882319768542970e+01
2.200000000000000000e+02,1.571428571428571530e+01,1.000000000000000021e-08,1.000000000000000021e-02,2.957116237736117095e+06,3.586882319768542970e+01
2.000000000000000000e+02,1.714285714285714235e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.987327885558938608e+06,3.729739462625686031e+01
2.100000000000000000e+02,1.714285714285714235e+01,1.000000000000000021e-08,1.000000000000000021e-02,2.006870687787384493e+06,3.729739462625686031e+01
2.200000000000000000e+02,1.714285714285714235e+01,1.000000000000000021e-08,1.000000000000000021e-02,2.023748698680807371e+06,3.729739462625686031e+01
2.000000000000000000e+02,1.857142857142857295e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.351013947460188996e+06,3.872596605482829091e+01
2.100000000000000000e+02,1.857142857142857295e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.364182163257892942e+06,3.872596605482829091e+01
2.200000000000000000e+02,1.857142857142857295e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.375508089180797106e+06,3.872596605482829091e+01
2.000000000000000000e+02,2.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,9.108141705984796863e+05,4.015453748339971440e+01
2.100000000000000000e+02,2.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,9.195380171492416412e+05,4.015453748339971440e+01
2.200000000000000000e+02,2.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.015453748339971440e+01
2.000000000000000000e+02,2.142857142857143060e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.158310891197114501e+01
2.100000000000000000e+02,2.142857142857143060e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.158310891197114501e+01
2.200000000000000000e+02,2.142857142857143060e+01,1.000000000000000021e-08,1.000000000000000021e-02,6.180386570345711662e+05,4.158310891197114501e+01
2.000000000000000000e+02,2.285714285714285765e+01,1.000000000000000021e-08,1.000000000000000021e-02,3.999119054920978961e+05,4.301168034054256850e+01
2.100000000000000000e+02,2.285714285714285765e+01,1.000000000000000021e-08,1.000000000000000021e-02,4.034272687923884951e+05,4.301168034054256850e+01
2.200000000000000000e+02,2.285714285714285765e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.301168034054256850e+01
2.000000000000000000e+02,2.428571428571428470e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.444025176911399910e+01
2.100000000000000000e+02,2.428571428571428470e+01,1.000000000000000021e-08,1.000000000000000021e-02,2.605892316639977798e+05,4.444025176911399910e+01
2.200000000000000000e+02,2.428571428571428470e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.444025176911399910e+01
2.000000000000000000e+02,2.571428571428571530e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.586882319768542970e+01
2.100000000000000000e+02,2.571428571428571530e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.641673653357454459e+05,4.586882319768542970e+01
2.200000000000000000e+02,2.571428571428571530e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.649924481614317920e+05,4.586882319768542970e+01
2.000000000000000000e+02,2.714285714285714235e+01,1.000000000000000021e-08,1.000000000000000021e-02,9.934416963284842495e+04,4.729739462625686031e+01
2.100000000000000000e+02,2.714285714285714235e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.729739462625686031e+01
2.200000000000000000e+02,2.714285714285714235e+01,1.000000000000000021e-08,1.000000000000000021e-02,1.000811815686027985e+05,4.729739462625686031e+01
2.000000000000000000e+02,2.857142857142857295e+01,1.000000000000000021e-08,1.000000000000000021e-02,5.744476719104788208e+04,4.872596605482829091e+01
2.100000000000000000e+02,2.857142857142857295e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,4.872596605482829091e+01
2.200000000000000000e+02,2.857142857142857295e+01,1.000000000000000021e-08,1.000000000000000021e-02,5.745230219975631189e+04,4.872596605482829091e+01
2.000000000000000000e+02,3.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,5.015453748339971440e+01
2.100000000000000000e+02,3.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,5.015453748339971440e+01
2.200000000000000000e+02,3.000000000000000000e+01,1.000000000000000021e-08,1.000000000000000021e-02,0.000000000000000000e+00,5.015453748339971440e+01
