# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB)
2.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,1.462676428149759173e+08,1.051020474047429341e-02,2.730585353187634998e-02,4.483300653589100242e+08,7.800566893923860043e+05,4.712040778232365847e+06,4.376683236197482049e+07,4.703744172370409615e+03,2.319406487075910270e+08,8.198555514690538985e+03,3.296012336885884288e+05,5.938377468842426232e-01,9.599579449731241443e-01,9.599579449731241443e-01,9.546808825394926812e-01,3.423294132306196197e-02,1.108617613744535685e-02,6.184416840750055488e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.094179449196487752e+01
2.100000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,1.476477651496035457e+08,1.051101233303344644e-02,2.729636937546943073e-02,4.525609327164331675e+08,7.887065329149193130e+05,4.756873545231549069e+06,4.418263749027538300e+07,4.999328981880017636e+03,2.341183318806734383e+08,8.290104094612765039e+03,3.332288329062008997e+05,5.940857357348572343e-01,9.599265093355334733e-01,9.599265093355334733e-01,9.550171079597177259e-01,3.421724352362264659e-02,1.076564851665962746e-02,6.184852673941929613e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.094179449196487752e+01
2.200000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,1.488493649603666365e+08,1.051183468826587426e-02,2.727046221211675697e-02,4.562004629101735353e+08,7.948919490297822049e+05,4.795503850822111592e+06,4.454081104699490219e+07,5.378695883297384171e+03,2.359830613268602192e+08,8.355772763234534068e+03,3.360674529271196807e+05,5.941988641270364857e-01,9.599303179131003505e-01,9.599303179131003505e-01,9.551018300755198531e-01,3.417480139025554781e-02,1.072336853422459907e-02,6.185532949311780548e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.094179449196487752e+01
2.000000000000000000e+02,1.428571428571428603e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,1.035240066074089110e+08,1.051815988630464341e-02,2.786481723959176662e-02,3.191747910263083577e+08,6.668136193605320295e+05,3.357131483692583628e+06,3.117775962876849622e+07,4.912893929487458990e+03,1.649827077750441134e+08,7.013652262799560958e+03,2.783597609618331771e+05,5.916187209438381611e-01,9.562903130646177585e-01,9.562903130646177585e-01,9.513101286250158495e-01,3.663197513517658932e-02,1.205789623980756120e-02,6.180482113442090641e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.237036592053630457e+01
2.100000000000000000e+02,1.428571428571428603e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,1.045034692774705589e+08,1.051929637669792895e-02,2.786193368318437211e-02,3.221628949949701428e+08,6.695578520355762448e+05,3.388926974027104676e+06,3.147242908557617292e+07,5.241876019011222525e+03,1.665399012811546922e+08,7.043277486907486491e+03,2.795064903288187343e+05,5.916504093274378429e-01,9.563991001054950036e-01,9.563991001054950036e-01,9.513509098657021434e-01,3.685415682765957185e-02,1.179493330663828471e-02,6.180316721699170568e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.237036592053630457e+01
2.200000000000000000e+02,1.428571428571428603e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,1.053563181280149668e+08,1.052046473265833351e-02,2.785349910262234843e-02,3.246482201878786683e+08,6.686541684691992123e+05,3.415450151006874628e+06,3.171810746313010156e+07,5.659046430841544861e+03,1.678760001798350215e+08,7.034552597725194573e+03,2.792616789648412960e+05,5.913442430287703111e-01,9.565871012324288492e-01,9.565871012324288492e-01,9.512571884962602864e-01,3.688796270780624054e-02,1.185484879593347307e-02,6.177671547344105729e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.237036592053630457e+01
2.000000000000000000e+02,2.857142857142857206e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,7.315582192852161825e+07,1.052941165107814346e-02,2.840668853453211240e-02,2.262663930972639918e+08,5.604348399695605040e+05,2.382451995725758839e+06,2.212160263936619461e+07,5.132283955311057071e+03,1.170909830411949307e+08,5.901049133645605252e+03,2.317733290497752314e+05,5.870555722334794835e-01,9.525911856007847067e-01,9.525911856007847067e-01,9.462250573850710111e-01,4.061022096981646567e-02,1.316472164511252319e-02,6.161267296679137084e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.379893734910773517e+01
2.100000000000000000e+02,2.857142857142857206e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,7.384973350879450142e+07,1.053099162878023271e-02,2.841757562982509533e-02,2.284387593702871799e+08,5.634210181432554964e+05,2.405686662617436145e+06,2.233673447635075077e+07,5.544044669317280750e+03,1.182157614039845467e+08,5.933382025545459328e+03,2.328860369750362006e+05,5.872429126524173482e-01,9.526868569605897452e-01,9.526868569605897452e-01,9.468001903326851432e-01,3.997344162952262692e-02,1.322636803779222991e-02,6.160175868622557172e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.379893734910773517e+01
2.200000000000000000e+02,2.857142857142857206e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,7.445356143907848001e+07,1.053259262048453389e-02,2.840615419875244449e-02,2.303171907908822894e+08,5.668484477134190965e+05,2.425837144094775431e+06,2.252321073357588798e+07,5.905284367119475064e+03,1.191781505815730691e+08,5.970383777319470028e+03,2.343553547111511289e+05,5.874085035683130895e-01,9.527347137033280733e-01,9.527347137033280733e-01,9.468919044128056850e-01,4.005847758239591827e-02,1.304961800479839673e-02,6.161238184540799301e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.379893734910773517e+01
2.000000000000000000e+02,4.285714285714285587e+00,1.000000000000000021e-02,4.999999999999999774e-08,9.000000000000000000e+01,5.160053421991544962e+07,1.054500558530125504e-02,2.907478777949923723e-02,1.606615326479017735e+08,4.768938045243916567e+05,1.694176759115184192e+06,1.572659413386450894e+07,5.365207553560451743e+03,8.308596366025303304e+07,5.028847832305275915e+03,1.946884577491812524e+05,5.842335242295919606e-01,9.483327173372795293e-01,9.483327173372795293e-01,9.420462219131018333e-01,4.333631470712325656e-02,1.461746337977491011e-02,6.155747767675586735e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.522750877767916222e+01
