timestamp,Cn2
2025-03-26 12:32:00,1.6927e-14
2025-03-26 12:34:00,1.0495e-14
2025-03-26 12:36:00,1.817e-14
2025-03-26 12:42:00,2.7674e-14
2025-03-26 12:44:00,3.7303e-14
2025-03-26 12:46:00,3.3743e-14
2025-03-26 12:48:00,4.414e-14
2025-03-26 12:50:00,3.7451e-14
2025-03-26 12:52:00,3.2463e-14
2025-03-26 12:54:00,3.7282e-14
2025-03-26 12:58:00,2.8767e-14
2025-03-26 12:59:00,3.7374e-14
2025-03-26 13:00:00,4.0536e-14
2025-03-26 13:01:00,5.1409e-14
2025-03-26 13:02:00,5.1475e-14
2025-03-26 13:03:00,3.948e-14
2025-03-26 13:04:00,4.6575e-14
2025-03-26 13:05:00,4.9947e-14
2025-03-26 13:06:00,6.0705e-14
2025-03-26 13:07:00,5.3847e-14
2025-03-26 13:08:00,5.2932e-14
2025-03-26 13:09:00,4.3323e-14
2025-03-26 13:10:00,4.8456e-14
2025-03-26 13:11:00,4.0004e-14
2025-03-26 13:12:00,3.2056e-14
2025-03-26 13:13:00,3.8152e-14
2025-03-26 13:14:00,3.4534e-14
2025-03-26 13:15:00,3.2979e-14
2025-03-26 13:16:00,3.2321e-14
2025-03-26 13:17:00,4.9556e-14
2025-03-26 13:18:00,3.2902e-14
2025-03-26 13:19:00,1.683e-14
2025-03-26 13:20:00,1.9549e-14
2025-03-26 13:21:00,1.6033e-14
2025-03-26 13:22:00,3.9276e-14
2025-03-26 13:23:00,3.8889e-14
2025-03-26 13:24:00,3.3425e-14
2025-03-26 13:25:00,4.7569e-14
2025-03-26 13:27:00,5.9106e-14
2025-03-26 13:28:00,3.8599e-14
2025-03-26 13:29:00,4.1026e-14
2025-03-26 13:30:00,5.2725e-14
2025-03-26 13:31:00,4.2519e-14
2025-03-26 13:32:00,4.7688e-14
2025-03-26 13:33:00,4.8662e-14
2025-03-26 13:34:00,5.0809e-14
2025-03-26 13:35:00,5.6416e-14
2025-03-26 13:36:00,5.5637e-14
2025-03-26 13:51:00,2.1727e-14
2025-03-26 13:52:00,2.5737e-14
2025-03-26 13:53:00,3.1795e-14
2025-03-26 13:54:00,3.281e-14
2025-03-26 13:55:00,3.0526e-14
2025-03-26 13:56:00,4.0322e-14
2025-03-26 13:57:00,3.9352e-14
2025-03-26 13:58:00,3.8281e-14
2025-03-26 13:59:00,4.1737e-14
2025-03-26 14:00:00,4.2765e-14
2025-03-26 14:01:00,5.9781e-14
2025-03-26 14:02:00,4.4295e-14
2025-03-26 14:03:00,5.0745e-14
2025-03-26 14:04:00,5.9852e-14
2025-03-26 14:05:00,5.3185e-14
2025-03-26 14:06:00,5.5536e-14
2025-03-26 14:07:00,5.1277e-14
2025-03-26 14:08:00,4.7883e-14
2025-03-26 14:09:00,5.9823e-14
2025-03-26 14:10:00,4.8339e-14
2025-03-26 14:11:00,4.65e-14
2025-03-26 14:12:00,5.6728e-14
2025-03-26 14:13:00,4.462e-14
2025-03-26 14:14:00,4.3739e-14
2025-03-26 14:15:00,3.769e-14
2025-03-26 14:16:00,3.793e-14
2025-03-26 14:17:00,3.6608e-14
2025-03-26 14:18:00,3.9617e-14
2025-03-26 14:19:00,3.9951e-14
2025-03-26 14:21:00,2.5928e-14
2025-03-26 14:22:00,1.7043e-14
2025-03-26 14:23:00,2.152e-14
2025-03-26 14:24:00,1.2532e-14
2025-03-26 14:25:00,1.4204e-14
2025-03-26 14:26:00,1.3658e-14
2025-03-26 14:27:00,1.0882e-14
2025-03-26 14:28:00,8.4824e-15
