timestamp,Cn2
2025-03-26 14:35:00,4.9132e-15
2025-03-26 14:36:00,6.68e-15
2025-03-26 14:37:00,6.1505e-15
2025-03-26 14:38:00,6.1394e-15
2025-03-26 14:39:00,4.4293e-15
2025-03-26 14:40:00,4.3029e-15
2025-03-26 14:41:00,5.0578e-15
2025-03-26 14:42:00,5.1049e-15
2025-03-26 14:43:00,6.269e-15
2025-03-26 14:44:00,5.2815e-15
2025-03-26 14:45:00,4.3794e-15
2025-03-26 14:46:00,4.2957e-15
2025-03-26 14:47:00,3.7168e-15
2025-03-26 14:48:00,3.3934e-15
2025-03-26 14:50:00,2.9086e-15
2025-03-26 14:51:00,3.4682e-15
2025-03-26 14:52:00,3.4812e-15
2025-03-26 14:53:00,3.8165e-15
2025-03-26 14:54:00,3.2168e-15
2025-03-26 14:55:00,3.5664e-15
2025-03-26 14:56:00,3.6582e-15
2025-03-26 14:57:00,3.3089e-15
2025-03-26 14:58:00,3.5478e-15
2025-03-26 14:59:00,2.8379e-15
2025-03-26 15:00:00,3.6048e-15
2025-03-26 15:01:00,3.1055e-15
2025-03-26 15:02:00,3.8157e-15
2025-03-26 15:03:00,3.2707e-15
2025-03-26 15:04:00,2.6665e-15
2025-03-26 15:05:00,2.7226e-15
2025-03-26 15:06:00,2.7121e-15
2025-03-26 15:07:00,2.2367e-15
2025-03-26 15:08:00,1.8303e-15
2025-03-26 15:09:00,6.0606e-15
2025-03-26 15:10:00,1.675e-15
2025-03-26 15:11:00,1.8136e-15
2025-03-26 15:12:00,1.5948e-15
2025-03-26 15:13:00,2.4292e-15
2025-03-26 15:14:00,2.4913e-15
2025-03-26 15:15:00,2.3265e-15
2025-03-26 15:16:00,2.2878e-15
2025-03-26 15:17:00,2.1659e-15
2025-03-26 15:18:00,2.2045e-15
2025-03-26 15:19:00,2.2919e-15
2025-03-26 15:20:00,2.54e-15
2025-03-26 15:21:00,2.5839e-15
2025-03-26 15:22:00,3.3466e-15
2025-03-26 15:23:00,3.1342e-15
2025-03-26 15:24:00,3.0957e-15
2025-03-26 15:25:00,3.5876e-15
2025-03-26 15:26:00,4.5188e-15
2025-03-26 15:27:00,5.0413e-15
2025-03-26 15:28:00,4.3883e-15
2025-03-26 15:29:00,4.2275e-15
2025-03-26 15:30:00,4.2144e-15
2025-03-26 15:31:00,3.9382e-15
2025-03-26 15:32:00,3.7743e-15
2025-03-26 15:33:00,5.2327e-15
2025-03-26 15:34:00,4.9128e-15
2025-03-26 15:35:00,2.8869e-15
2025-03-26 15:36:00,3.0089e-15
2025-03-26 15:37:00,3.5558e-15
2025-03-26 15:38:00,3.6011e-15
2025-03-26 15:39:00,4.1977e-15
2025-03-26 15:40:00,3.4413e-15
2025-03-26 15:41:00,3.8912e-15
2025-03-26 15:42:00,3.5485e-15
2025-03-26 15:43:00,3.522e-15
2025-03-26 15:44:00,3.6752e-15
2025-03-26 15:45:00,3.4287e-15
2025-03-26 15:46:00,4.3697e-15
2025-03-26 15:47:00,4.4033e-15
2025-03-26 15:48:00,3.3314e-15
2025-03-26 15:49:00,3.7781e-15
2025-03-26 15:50:00,3.3272e-15
2025-03-26 15:51:00,3.8229e-15
2025-03-26 15:52:00,4.2705e-15
2025-03-26 15:53:00,3.6644e-15
2025-03-26 15:54:00,4.0475e-15
2025-03-26 15:55:00,4.1072e-15
2025-03-26 15:56:00,3.9659e-15
2025-03-26 15:57:00,3.6022e-15
2025-03-26 15:58:00,3.1916e-15
2025-03-26 15:59:00,4.2338e-15
2025-03-26 16:00:00,4.2426e-15
2025-03-26 16:01:00,4.2136e-15
2025-03-26 16:03:00,5.0127e-15
2025-03-26 16:04:00,4.9179e-15
2025-03-26 16:05:00,4.15e-15
2025-03-26 16:06:00,4.7864e-15
2025-03-26 16:07:00,4.6963e-15
