timestamp,Cn2
2025-03-28 09:16:00,1.4823e-14
2025-03-28 09:17:00,1.2258e-14
2025-03-28 09:18:00,1.3268e-14
2025-03-28 09:19:00,1.7741e-14
2025-03-28 09:20:00,1.7269e-14
2025-03-28 09:21:00,1.4161e-14
2025-03-28 09:22:00,1.7789e-14
2025-03-28 09:23:00,1.9722e-14
2025-03-28 09:24:00,1.8002e-14
2025-03-28 09:25:00,1.3641e-14
2025-03-28 09:26:00,1.4537e-14
2025-03-28 09:27:00,1.3386e-14
2025-03-28 09:28:00,1.1873e-14
2025-03-28 09:29:00,8.7782e-15
2025-03-28 09:30:00,8.7673e-15
2025-03-28 09:31:00,7.7792e-15
2025-03-28 09:32:00,9.251e-15
2025-03-28 09:33:00,1.2475e-14
2025-03-28 09:34:00,1.5683e-14
2025-03-28 09:35:00,1.8464e-14
2025-03-28 09:36:00,1.149e-14
2025-03-28 09:37:00,1.5827e-14
2025-03-28 09:38:00,2.0823e-14
2025-03-28 09:39:00,1.8312e-14
2025-03-28 09:40:00,1.9426e-14
2025-03-28 09:41:00,1.5263e-14
2025-03-28 09:42:00,2.0199e-14
2025-03-28 09:43:00,1.4833e-14
2025-03-28 09:44:00,7.1269e-15
2025-03-28 09:45:00,6.566e-15
2025-03-28 09:46:00,5.2793e-15
2025-03-28 09:47:00,3.5191e-15
2025-03-28 09:48:00,5.3086e-15
2025-03-28 09:49:00,7.3775e-15
2025-03-28 09:50:00,9.2686e-15
2025-03-28 09:51:00,1.7688e-14
2025-03-28 09:52:00,2.2753e-14
2025-03-28 09:53:00,2.369e-14
2025-03-28 09:54:00,1.2302e-14
2025-03-28 09:55:00,1.4893e-14
2025-03-28 09:56:00,1.1765e-14
2025-03-28 09:57:00,1.3412e-14
2025-03-28 09:58:00,1.3508e-14
2025-03-28 09:59:00,1.1008e-14
2025-03-28 10:00:00,1.3471e-14
2025-03-28 10:01:00,1.5135e-14
2025-03-28 10:02:00,2.1852e-14
2025-03-28 10:03:00,2.0272e-14
2025-03-28 10:04:00,1.6575e-14
2025-03-28 10:05:00,2.0171e-14
2025-03-28 10:06:00,2.2355e-14
2025-03-28 10:07:00,1.8723e-14
2025-03-28 10:08:00,1.7772e-14
2025-03-28 10:09:00,2.4757e-14
2025-03-28 10:10:00,2.5149e-14
2025-03-28 10:11:00,2.4498e-14
2025-03-28 10:12:00,2.3689e-14
2025-03-28 10:13:00,1.5718e-14
2025-03-28 10:14:00,1.7307e-14
2025-03-28 10:15:00,2.5275e-14
2025-03-28 10:16:00,2.2276e-14
2025-03-28 10:17:00,1.9667e-14
2025-03-28 10:18:00,2.345e-14
2025-03-28 10:19:00,2.1307e-14
2025-03-28 10:20:00,2.3798e-14
2025-03-28 10:21:00,2.7393e-14
2025-03-28 10:22:00,2.0708e-14
2025-03-28 10:23:00,2.3796e-14
2025-03-28 10:24:00,2.7735e-14
2025-03-28 10:25:00,2.1082e-14
2025-03-28 10:26:00,2.3322e-14
2025-03-28 10:27:00,2.5344e-14
2025-03-28 10:28:00,2.555e-14
2025-03-28 10:29:00,2.1687e-14
2025-03-28 10:30:00,2.5214e-14
2025-03-28 10:31:00,2.8921e-14
2025-03-28 10:32:00,2.6146e-14
2025-03-28 10:33:00,2.7906e-14
2025-03-28 10:34:00,2.0976e-14
2025-03-28 10:35:00,2.5608e-14
2025-03-28 10:37:00,2.7924e-14
2025-03-28 10:40:00,2.5292e-14
2025-03-28 10:41:00,2.2042e-14
2025-03-28 10:42:00,2.007e-14
2025-03-28 10:43:00,2.9146e-14
2025-03-28 10:44:00,3.5295e-14
2025-03-28 10:45:00,2.7713e-14
2025-03-28 10:46:00,2.3252e-14
2025-03-28 10:47:00,3.4192e-14
2025-03-28 10:48:00,3.1289e-14
2025-03-28 10:49:00,2.9656e-14
