timestamp,Cn2
2025-04-03 18:35:00,4.4882e-16
2025-04-03 18:36:00,3.6909e-16
2025-04-03 18:37:00,3.5897e-16
2025-04-03 18:38:00,4.8467e-16
2025-04-03 18:39:00,5.8813e-16
2025-04-03 18:40:00,4.5089e-16
2025-04-03 18:41:00,5.6934e-16
2025-04-03 18:42:00,7.4908e-16
2025-04-03 18:43:00,6.4772e-16
2025-04-03 18:44:00,5.8414e-16
2025-04-03 18:45:00,4.7811e-16
2025-04-03 18:46:00,7.0208e-16
2025-04-03 18:47:00,7.3264e-16
2025-04-03 18:48:00,6.5441e-16
2025-04-03 18:49:00,6.2509e-16
2025-04-03 18:50:00,6.1991e-16
2025-04-03 18:51:00,8.3774e-16
2025-04-03 18:52:00,8.1389e-16
2025-04-03 18:53:00,7.9262e-16
2025-04-03 18:54:00,7.6133e-16
2025-04-03 18:55:00,8.776e-16
2025-04-03 18:56:00,7.5209e-16
2025-04-03 18:57:00,8.903e-16
2025-04-03 18:58:00,8.4998e-16
2025-04-03 18:59:00,7.2194e-16
2025-04-03 19:00:00,8.814e-16
2025-04-03 19:01:00,9.1099e-16
2025-04-03 19:02:00,8.1599e-16
2025-04-03 19:03:00,9.1357e-16
2025-04-03 19:04:00,8.3916e-16
2025-04-03 19:05:00,8.6033e-16
2025-04-03 19:11:00,1.0108e-15
2025-04-03 19:12:00,9.1247e-16
2025-04-03 19:13:00,1.2065e-15
2025-04-03 19:14:00,1.0649e-15
2025-04-03 19:15:00,1.243e-15
2025-04-03 19:16:00,1.124e-15
2025-04-03 19:17:00,1.1033e-15
2025-04-03 19:18:00,1.3422e-15
2025-04-03 19:19:00,1.5916e-15
2025-04-03 19:20:00,1.2681e-15
2025-04-03 19:21:00,1.0278e-15
2025-04-03 19:22:00,1.0749e-15
2025-04-03 19:23:00,1.3233e-15
2025-04-03 19:24:00,1.3577e-15
2025-04-03 19:25:00,1.0743e-15
2025-04-03 19:26:00,1.1421e-15
2025-04-03 19:27:00,1.0583e-15
2025-04-03 19:28:00,1.011e-15
2025-04-03 19:29:00,8.9888e-16
2025-04-03 19:30:00,9.7375e-16
2025-04-03 19:31:00,9.7622e-16
2025-04-03 19:32:00,1.1147e-15
2025-04-03 19:33:00,1.1949e-15
2025-04-03 19:34:00,1.0857e-15
2025-04-03 19:35:00,1.0192e-15
2025-04-03 19:36:00,1.0751e-15
2025-04-03 19:37:00,9.669e-16
2025-04-03 19:38:00,1.1905e-15
2025-04-03 19:39:00,1.1331e-15
2025-04-03 19:40:00,9.925e-16
2025-04-03 19:41:00,1.0178e-15
2025-04-03 19:42:00,1.1333e-15
2025-04-03 19:43:00,1.3755e-15
2025-04-03 19:44:00,1.1318e-15
2025-04-03 19:45:00,1.2586e-15
2025-04-03 19:46:00,9.9308e-16
2025-04-03 19:47:00,1.0954e-15
2025-04-03 19:48:00,1.1489e-15
2025-04-03 19:49:00,1.1724e-15
2025-04-03 19:50:00,1.0388e-15
2025-04-03 19:51:00,1.3375e-15
2025-04-03 19:52:00,1.1764e-15
2025-04-03 19:53:00,1.1926e-15
2025-04-03 19:54:00,1.0903e-15
2025-04-03 19:55:00,1.1814e-15
2025-04-03 19:56:00,1.4879e-15
2025-04-03 19:57:00,1.3732e-15
2025-04-03 19:58:00,1.1699e-15
2025-04-03 19:59:00,1.2499e-15
2025-04-03 20:00:00,1.3217e-15
2025-04-03 20:01:00,1.1483e-15
2025-04-03 20:02:00,1.0079e-15
2025-04-03 20:03:00,1.2992e-15
2025-04-03 20:04:00,1.3293e-15
2025-04-03 20:05:00,1.3487e-15
2025-04-03 20:06:00,1.0016e-15
2025-04-03 20:07:00,1.1777e-15
2025-04-03 20:08:00,1.0429e-15
2025-04-03 20:09:00,1.4191e-15
2025-04-03 20:10:00,1.4926e-15
