timestamp,Cn2
2025-04-03 20:11:00,1.2538e-15
2025-04-03 20:12:00,1.2994e-15
2025-04-03 20:13:00,1.6523e-15
2025-04-03 20:14:00,1.8903e-15
2025-04-03 20:15:00,1.4133e-15
2025-04-03 20:16:00,1.9635e-15
2025-04-03 20:17:00,1.4837e-15
2025-04-03 20:18:00,1.3807e-15
2025-04-03 20:19:00,1.6219e-15
2025-04-03 20:20:00,1.6655e-15
2025-04-03 20:21:00,1.6026e-15
2025-04-03 20:22:00,1.3588e-15
2025-04-03 20:23:00,1.6845e-15
2025-04-03 20:24:00,1.5872e-15
2025-04-03 20:25:00,1.5555e-15
2025-04-03 20:28:00,1.5361e-15
2025-04-03 20:29:00,2.2096e-15
2025-04-03 20:30:00,1.676e-15
2025-04-03 20:31:00,1.7263e-15
2025-04-03 20:32:00,1.6254e-15
2025-04-03 20:33:00,1.5168e-15
2025-04-03 20:34:00,1.7365e-15
2025-04-03 20:35:00,1.4547e-15
2025-04-03 20:36:00,2.0646e-15
2025-04-03 20:37:00,1.6099e-15
2025-04-03 20:38:00,2.1713e-15
2025-04-03 20:39:00,1.9757e-15
2025-04-03 20:40:00,1.7446e-15
2025-04-03 20:41:00,1.9651e-15
2025-04-03 20:42:00,1.5567e-15
2025-04-03 20:43:00,1.5316e-15
2025-04-03 20:44:00,1.5385e-15
2025-04-03 20:45:00,1.9942e-15
