# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB)
2.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,1.225133005502583683e+08,1.494601202062568329e-02,3.428829849953735076e-02,3.990834296795108318e+08,8.360137918405183591e+05,5.964705737222493626e+06,5.186495409887988120e+07,1.396149676442774035e+04,2.222510421512818635e+08,1.249507218225724500e+04,3.930167851849464932e+05,5.263673847308815157e-01,9.562337881333630163e-01,9.562337881333630163e-01,9.489044989593422574e-01,3.975158066311129668e-02,1.134392037754644589e-02,5.505213930774643938e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.015453748339971440e+01
2.100000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,1.236652630537087917e+08,1.494781066968663662e-02,3.427331818327576662e-02,4.028985046619178057e+08,8.436662828567811521e+05,6.022450566786206327e+06,5.236584119532281160e+07,1.485080240671066895e+04,2.243360572408943176e+08,1.261096386454145977e+04,3.966989310573940747e+05,5.266190758853410703e-01,9.562422052628812841e-01,9.562422052628812841e-01,9.491637135872943443e-01,3.955111577635836428e-02,1.128517063634729145e-02,5.506573384820362405e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.015453748339971440e+01
2.200000000000000000e+02,0.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,1.246682215667785704e+08,1.494963051622103141e-02,3.429468289070634890e-02,4.063612970096158981e+08,8.454876885297539411e+05,6.074951246386111714e+06,5.282109310964273661e+07,1.576633224680339299e+04,2.262230709788944423e+08,1.263972854953359092e+04,3.973219310015384108e+05,5.268722964978905798e-01,9.563759366431202613e-01,9.563759366431202613e-01,9.494539289788654912e-01,3.927461945300337459e-02,1.127145156813113419e-02,5.507848444157955603e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.015453748339971440e+01
2.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,7.526949408199878037e+07,1.497274627481988418e-02,3.514440115661466441e-02,2.474377179082744420e+08,6.689397411308370065e+05,3.704822169061049353e+06,3.220340611809275672e+07,1.435551982619287264e+04,1.376914792137618363e+08,1.001586501709571530e+04,3.100501288549426827e+05,5.230610666061655811e-01,9.505749720523850588e-01,9.505749720523850588e-01,9.436751828931709829e-01,4.337277101302018656e-02,1.295204609380883054e-02,5.496846784870741409e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.215453748339971440e+01
2.100000000000000000e+02,2.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,7.597847425412485003e+07,1.497564895486515509e-02,3.516703938206597324e-02,2.498304850829125941e+08,6.671184825545627391e+05,3.741373642825374845e+06,3.251989939891511574e+07,1.527092276052751185e+04,1.390235586242298484e+08,9.990532206039464654e+03,3.090987348363309866e+05,5.230604304804339355e-01,9.508642821866988282e-01,9.508642821866988282e-01,9.435894846267243175e-01,4.350857066516279625e-02,1.290194470811288630e-02,5.497195357355159073e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.215453748339971440e+01
2.200000000000000000e+02,2.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,7.659513798393984139e+07,1.497856227135220195e-02,3.513154000516591907e-02,2.518771227865935862e+08,6.722099905622864608e+05,3.772757168388016522e+06,3.279144655475111306e+07,1.620699996006671427e+04,1.401301544665813744e+08,1.006873920306228320e+04,3.117327330470405868e+05,5.232361449341155213e-01,9.508772602302197896e-01,9.508772602302197896e-01,9.434943049734942910e-01,4.355985587303232848e-02,1.294583915347338049e-02,5.499557937039050159e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.215453748339971440e+01
2.000000000000000000e+02,4.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,4.606115457141041756e+07,1.501608187640046839e-02,3.609721765995599352e-02,1.524255862982947230e+08,5.186877777331673424e+05,2.288835083913539071e+06,1.988407485802184418e+07,1.477580051263325913e+04,8.497348681016704440e+07,7.788658138729448183e+03,2.373538293227244576e+05,5.165978921183735917e-01,9.448810172065225110e-01,9.448810172065225110e-01,9.358184134312655944e-01,4.931242532070224255e-02,1.486916124803216305e-02,5.467584760490337148e-01,1.000000000000002137e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.415453748339971440e+01
2.100000000000000000e+02,4.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,4.649467857190242410e+07,1.502027789895644255e-02,3.613706459944751592e-02,1.543943320583024919e+08,5.256560996609213762e+05,2.319045773539463058e+06,2.014543529215413705e+07,1.565719819219423152e+04,8.588883814887987077e+07,7.895500696188584698e+03,2.401916628091893508e+05,5.185896316958443775e-01,9.448676916043073915e-01,9.448676916043073915e-01,9.361926924608241496e-01,4.898732718855005469e-02,1.481998035062579572e-02,5.487021027975875764e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.415453748339971440e+01
2.200000000000000000e+02,4.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,4.687104525420059264e+07,1.502506300477961763e-02,3.611242760050965839e-02,1.555462408339045346e+08,5.262023643321330892e+05,2.337092068686039653e+06,2.030094729530100152e+07,1.665310983004467926e+04,8.656019724565699697e+07,7.906223677354299980e+03,2.406668660105971503e+05,5.182182329944041710e-01,9.450340074396417211e-01,9.450340074396417211e-01,9.361068064834024982e-01,4.886011659134742446e-02,1.503307692525007733e-02,5.483692862608953167e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.415453748339971440e+01
2.000000000000000000e+02,6.000000000000000000e+00,1.000000000000000021e-02,9.999999999999999547e-08,9.000000000000000000e+01,2.804407518682528287e+07,1.508497174486660326e-02,3.722487526842280237e-02,9.397535300807479024e+07,4.100001296732435003e+05,1.417615544840672985e+06,1.230448191558686271e+07,1.510318205747064167e+04,5.234203976819588989e+07,6.184840371512520505e+03,1.848565703836485045e+05,5.119778791669701290e-01,9.380406740808868715e-01,9.380406740808868715e-01,9.271948353525094610e-01,5.564727312153155275e-02,1.715789152595898620e-02,5.461777099548705827e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-02,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.615453748339971440e+01
