# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB),sigma2,T_turb
2.000000000000000000e+02,0.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,9.641777147016742826e+07,2.048510743769775197e-02,4.194874108964906367e-02,3.427174822310234308e+08,8.820111502781624440e+05,7.020604444279785268e+06,5.730942191254460067e+07,1.000000000000000036e-10,2.052865781481973529e+08,1.806809317469553207e+04,4.585973200457054190e+05,4.597300334621504669e-01,9.517188527890504401e-01,9.517188527890504401e-01,9.414989068025232388e-01,4.661915524813457085e-02,1.188193794934219033e-02,4.833442871248986306e-01,1.000000000000002137e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.011957155956130805e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.100000000000000000e+02,0.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,9.733599376119165123e+07,2.048532368570599518e-02,4.186799058779545196e-02,3.451647026156842113e+08,8.869375039390044985e+05,7.070810657962742262e+06,5.771913065230943263e+07,1.000000000000000036e-10,2.069591293850633502e+08,1.816920185718264474e+04,4.619736864346119110e+05,4.588271514265274686e-01,9.517543468763230985e-01,9.517543468763230985e-01,9.415049084543175573e-01,4.649227165340721890e-02,1.200281989227522383e-02,4.823957051979870236e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.011957155956130805e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.200000000000000000e+02,0.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,9.813587871561831236e+07,2.048553490560739432e-02,4.184294630530623060e-02,3.477736221191058755e+08,8.904344951430951478e+05,7.124328675170459785e+06,5.815587479927941412e+07,1.000000000000000036e-10,2.085782196635863185e+08,1.824102693141077179e+04,4.640207642983224359e+05,4.586287281968142171e-01,9.518368183476357824e-01,9.518368183476357824e-01,9.416956587318591199e-01,4.621888558409841669e-02,1.208545568404246345e-02,4.821163137247502783e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.011957155956130805e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.000000000000000000e+02,1.428571428571428603e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,6.803404780324158072e+07,2.048718901838405410e-02,4.238702950372730260e-02,2.412465232184785008e+08,7.292206658207073342e+05,4.942463121204946190e+06,4.034463767969530076e+07,1.000000000000000036e-10,1.451111581543573141e+08,1.493968161678070464e+04,3.776131286611543037e+05,4.531095646200632987e-01,9.478859257642379132e-01,9.478859257642379132e-01,9.360425312383956475e-01,5.078269249068074337e-02,1.317477627092360909e-02,4.786441645747062101e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.154814298813273510e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.100000000000000000e+02,1.428571428571428603e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,6.868431404395955801e+07,2.048747485147003194e-02,4.233662159125103908e-02,2.435121450721406043e+08,7.392590650231518084e+05,4.988948948193002492e+06,4.072397731273450702e+07,1.000000000000000036e-10,1.464452577786240280e+08,1.514555150338306703e+04,3.830943252827079268e+05,4.533692781018415219e-01,9.477790098117976347e-01,9.477790098117976347e-01,9.363449121042800583e-01,5.048731342706425096e-02,1.316777446865569079e-02,4.787985078613914980e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.154814298813273510e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.200000000000000000e+02,1.428571428571428603e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,6.925155584938475490e+07,2.048775715910192835e-02,4.238923754764297586e-02,2.458919060067413151e+08,7.395734895701685455e+05,5.037773657654833049e+06,4.112240808126741648e+07,1.000000000000000036e-10,1.477846492972955108e+08,1.515220205562321644e+04,3.827801369512301171e+05,4.540299266106592180e-01,9.480086776282639072e-01,9.480086776282639072e-01,9.366356706789009667e-01,5.032842275420171263e-02,1.303590656689732064e-02,4.793721810848745601e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.154814298813273510e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.000000000000000000e+02,2.857142857142857206e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,4.792313382102847099e+07,2.048998981525092591e-02,4.307243037481362641e-02,1.717615058327813745e+08,6.228138434972628020e+05,3.519391505165853072e+06,2.872748889712390676e+07,1.000000000000000036e-10,1.030539132952734530e+08,1.276144931005620128e+04,3.192056440939141321e+05,4.525812456431135278e-01,9.432034951862183769e-01,9.432034951862183769e-01,9.313404386766651610e-01,5.414670562450994012e-02,1.451285569882489884e-02,4.801322443552846209e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.297671441670416570e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.100000000000000000e+02,2.857142857142857206e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,4.838373189969789982e+07,2.049041093753287135e-02,4.304579263725308996e-02,1.731090799065178335e+08,6.219989373848163523e+05,3.547076184302764945e+06,2.895334540682120249e+07,1.000000000000000036e-10,1.039601653237068206e+08,1.274501382972366264e+04,3.190069423838387593e+05,4.518116376290601810e-01,9.434473984095845811e-01,9.434473984095845811e-01,9.314544357620376802e-01,5.406073167179305944e-02,1.448483256616926035e-02,4.792564695842254086e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.297671441670416570e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.200000000000000000e+02,2.857142857142857206e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,4.878525540872738510e+07,2.049083458597205851e-02,4.300876967913706134e-02,1.742384795391053259e+08,6.254577066604472930e+05,3.570291862747084349e+06,2.914272076433206350e+07,1.000000000000000036e-10,1.047311513582968712e+08,1.281615040770066480e+04,3.209980853985632421e+05,4.512081931062715823e-01,9.434729414589502206e-01,9.434729414589502206e-01,9.320152223660023161e-01,5.361621222317705659e-02,1.436856541082062733e-02,4.783683368948988823e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.297671441670416570e+01,1.616344857169283614e+03,1.008083699579749304e+00
2.000000000000000000e+02,4.285714285714285587e+00,2.000000000000000042e-02,1.000000000000000021e-08,9.000000000000000000e+01,3.369122767207112908e+07,2.049401099917679339e-02,4.370767393091942732e-02,1.211585087924680859e+08,5.215119271154224407e+05,2.483023811836699024e+06,2.026717950424849242e+07,1.000000000000000036e-10,7.282272007857061923e+07,1.068787117050535016e+04,2.652579652046648553e+05,4.480120584933835470e-01,9.384316108023761371e-01,9.384316108023761371e-01,9.259228106140368064e-01,5.810213643719988608e-02,1.597505294876330750e-02,4.775795992717925542e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.440528584527559275e+01,1.616344857169283614e+03,1.008083699579749304e+00
