# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB),sigma2,T_turb
1.950000000000000000e+02,0.000000000000000000e+00,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,2.477628279194099084e+07,3.062046602368171180e-02,5.524960326979807407e-02,1.057946486421787143e+08,5.884245833650809946e+05,3.239481444235177711e+06,2.423681573106446117e+07,1.650284683476474675e+04,7.083454562368971109e+07,1.801783496242952970e+04,3.471499425585002755e+05,3.505695965605716280e-01,9.305974523101584461e-01,9.305974523101584461e-01,9.080979847980151787e-01,7.519590310254035959e-02,1.670611209944446174e-02,3.777676109771578306e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.526085034064104207e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,1.428571428571428603e+00,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,1.726861610089527443e+07,3.068100297464431206e-02,5.606459000260137493e-02,7.448502975039684772e+07,4.938116722981102648e+05,2.285275419338395819e+06,1.709006449517647177e+07,1.665664002275987150e+04,4.988858956235379726e+07,1.515063738669240774e+04,2.892896848083154764e+05,3.472536934622424409e-01,9.247076859230956014e-01,9.247076859230956014e-01,9.005769478144575180e-01,8.112593690611406838e-02,1.829711527942841365e-02,3.765820350994626975e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.668942176921246912e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,2.857142857142857206e+00,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,1.198621861419067718e+07,3.076566350366232577e-02,5.698229200356240420e-02,5.241444083299610019e+07,4.154439204400795279e+05,1.612565049400576390e+06,1.205175521117363498e+07,1.679787832664172674e+04,3.508557839651244879e+07,1.278140786090174879e+04,2.415674943699601572e+05,3.442394907623166356e-01,9.182493256930479575e-01,9.182493256930479575e-01,8.915128536079344190e-01,8.824885179339800323e-02,2.023829459866757774e-02,3.762308128543079278e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.811799319778389972e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,4.285714285714285587e+00,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,8.277375516891603358e+06,3.088528033971885828e-02,5.801523207601741450e-02,3.674627478886893392e+07,3.488529373757272260e+05,1.134918998294560472e+06,8.474507098448570818e+06,1.693742034455762405e+04,2.459305814942870289e+07,1.077442076818372516e+04,2.013246161428399500e+05,3.404264227012457900e-01,9.112157834825362901e-01,9.112157834825362901e-01,8.817146529385586629e-01,9.568387803017786020e-02,2.260146903126347695e-02,3.752438884797386631e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.954656462635532677e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,5.714285714285714413e+00,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,0.000000000000000000e+00,3.079548025241001658e-02,2.985184695393273691e-01,5.002787233726290613e+07,1.948713656797472504e+05,1.540632354632269125e+06,1.151161824969044328e+07,1.289495058617113318e+04,2.279556165990182757e+07,6.001157293550828399e+03,2.210360349692943419e+04,6.036754686114444990e-01,9.412544415776085138e-01,9.412544415776085138e-01,9.740684555265697320e-01,1.064301095184026595e-02,1.528853352159000208e-02,6.166110122221166723e-01,2.869613015896063657e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.097513605492675737e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,7.142857142857143238e+00,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,3.865903748520143796e+06,3.128833944251117188e-02,6.066328183405412383e-02,1.796349251834311336e+07,2.505922498638783582e+05,5.620478514869292267e+05,4.184455238675566856e+06,1.695629544238880771e+04,1.199183012015625276e+07,7.840615375403600410e+03,1.420464539978818502e+05,3.332137834653491892e-01,8.943660033908635842e-01,8.943660033908635842e-01,8.603363383311087853e-01,1.120236013739598219e-01,2.764006029493139283e-02,3.742768060129294527e-01,1.000668298504505810e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.240370748349818797e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,8.571428571428571175e+00,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,2.604100478370369878e+06,3.162123793107123743e-02,6.231928069825155847e-02,1.250560830005596019e+07,2.107588609258896904e+05,3.954428155288488488e+05,2.936961576675619464e+06,1.692316504151563640e+04,8.327191746483150870e+06,6.664456087419112009e+03,1.184580876832886279e+05,3.288707196904591679e-01,8.850969973180327077e-01,8.850969973180327077e-01,8.433852901723150053e-01,1.259423630497452928e-01,3.067234677793970188e-02,3.743150960226372947e-01,1.046421037083747896e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.383227891206961147e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,1.000000000000000000e+01,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,1.730067077054341789e+06,3.209244379068119934e-02,6.431819955927448040e-02,8.662014073252491653e+06,1.784468026024022838e+05,2.779851997599450988e+05,2.057608267013428733e+06,1.680508416552880590e+04,5.751766112656285055e+06,5.726793982144376059e+03,9.941227839395780757e+04,3.239142751418150334e-01,8.744845761956541175e-01,8.744845761956541175e-01,8.243786999202635801e-01,1.418072456601078557e-01,3.381405441962856417e-02,3.741358182592860460e-01,1.091952362486142691e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.526085034064104207e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,1.142857142857142883e+01,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,1.127762054379666690e+06,3.275279089270655836e-02,6.675813836178294547e-02,5.977091770148831420e+06,1.540613889384577342e+05,1.957664368942019646e+05,1.442252880260976497e+06,1.659486518490827439e+04,3.951270747105417773e+06,5.045940456541240565e+03,8.499378123873019649e+04,3.194257468017319135e-01,8.616627162273851059e-01,8.616627162273851059e-01,8.054751719568348234e-01,1.568262732275955973e-01,3.769855481556957932e-02,3.746232285014331476e-01,1.127109446761061923e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.668942176921247267e+01,2.137909942715166108e+04,1.003532126455454865e+00
1.950000000000000000e+02,1.285714285714285765e+01,2.999999999999999889e-02,9.999999999999999547e-08,3.000000000000012434e+01,7.154868323571746005e+05,3.368121204474312791e-02,6.975456798526297186e-02,4.097989222562101204e+06,1.353457386814768543e+05,1.380252439621861558e+05,1.010294996380980941e+06,1.624807803035666075e+04,2.692613192913597450e+06,4.558608523883212911e+03,7.393697099776637333e+04,3.148872342990476358e-01,8.462139123430753029e-01,8.462139123430753029e-01,7.847887665736761331e-01,1.732963632627294859e-01,4.191487016359438100e-02,3.755965676034275225e-01,1.161205399892847601e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.811799319778390327e+01,2.137909942715166108e+04,1.003532126455454865e+00
