# Time (s),Elevation (rad),eta_tot,eta_diff,eta_atm,eta_sys,Distance (m),sigma2,T_turb
3.450000000000000000e+02,5.428703404838906323e-04,0.000000000000000000e+00,1.537915283169934318e-02,2.060531309875524974e-03,3.162277660168379134e-02,2.569674086889075581e+06,inf,0.000000000000000000e+00
3.440000000000000000e+02,1.651647999790522084e-03,0.000000000000000000e+00,1.546322981719287955e-02,3.651346153198309699e-03,3.162277660168379134e-02,2.562629260347356088e+06,inf,0.000000000000000000e+00
3.430000000000000000e+02,2.763475085661644490e-03,0.000000000000000000e+00,1.554799516082918352e-02,5.246536150549223690e-03,3.162277660168379134e-02,2.555584544018672779e+06,inf,0.000000000000000000e+00
3.420000000000000000e+02,3.878376742757090427e-03,0.000000000000000000e+00,1.563345625816964582e-02,6.846137378140442105e-03,3.162277660168379134e-02,2.548539947509692516e+06,inf,0.000000000000000000e+00
3.410000000000000000e+02,4.996378388215294217e-03,0.000000000000000000e+00,1.571962060238571088e-02,8.450186303121854162e-03,3.162277660168379134e-02,2.541495480509439483e+06,inf,0.000000000000000000e+00
3.400000000000000000e+02,6.117505715288287446e-03,0.000000000000000000e+00,1.580649578577468517e-02,1.005871978879636051e-02,3.162277660168379134e-02,2.534451152790414635e+06,inf,0.000000000000000000e+00
3.390000000000000000e+02,7.241784697029737122e-03,0.000000000000000000e+00,1.589408950130206596e-02,1.167177509991127425e-02,3.162277660168379134e-02,2.527406974209752399e+06,inf,0.000000000000000000e+00
3.380000000000000000e+02,8.369241590045159787e-03,0.000000000000000000e+00,1.598240954417145393e-02,1.328938990803892571e-02,3.162277660168379134e-02,2.520362954710379709e+06,inf,0.000000000000000000e+00
3.370000000000000000e+02,9.499902938297217006e-03,0.000000000000000000e+00,1.607146381342222305e-02,1.491160229703629783e-02,3.162277660168379134e-02,2.513319104322207160e+06,inf,0.000000000000000000e+00
3.360000000000000000e+02,1.063379557697383300e-02,0.000000000000000000e+00,1.616126031355565734e-02,1.653845076859479513e-02,3.162277660168379134e-02,2.506275433163331356e+06,inf,0.000000000000000000e+00
3.350000000000000000e+02,1.177094663641909712e-02,0.000000000000000000e+00,1.625180715619015809e-02,1.816997424788008644e-02,3.162277660168379134e-02,2.499231951441259589e+06,inf,0.000000000000000000e+00
3.340000000000000000e+02,1.291138354612142262e-02,0.000000000000000000e+00,1.634311256174592053e-02,1.980621208925411117e-02,3.162277660168379134e-02,2.492188669454155024e+06,inf,0.000000000000000000e+00
3.330000000000000000e+02,1.405513403877115507e-02,0.000000000000000000e+00,1.643518486115983987e-02,2.144720408209670887e-02,3.162277660168379134e-02,2.485145597592104692e+06,inf,0.000000000000000000e+00
3.320000000000000000e+02,1.520222615437696011e-02,0.000000000000000000e+00,1.652803249763116003e-02,2.309299045671160330e-02,3.162277660168379134e-02,2.478102746338404249e+06,inf,0.000000000000000000e+00
3.310000000000000000e+02,1.635268824445592489e-02,0.000000000000000000e+00,1.662166402839848622e-02,2.474361189033812830e-02,3.162277660168379134e-02,2.471060126270867418e+06,inf,0.000000000000000000e+00
3.300000000000000000e+02,1.750654897628065726e-02,1.401493525107723112e-05,1.671608812654881010e-02,2.651256510157023322e-02,3.162277660168379134e-02,2.464017748063156381e+06,7.463926046525959857e+06,1.000010812230342605e+00
3.290000000000000000e+02,1.866383733720401727e-02,1.627494153162827039e-05,1.681131358285915811e-02,3.063842489969227298e-02,3.162277660168379134e-02,2.456975622486134060e+06,7.077961214173980989e+06,9.991975330087722318e-01
3.280000000000000000e+02,1.982458263904822091e-02,1.859112905464827022e-05,1.690734930767147023e-02,3.477660907093633319e-02,3.162277660168379134e-02,2.449933760409240145e+06,6.690843464651126415e+06,9.998687771794042556e-01
3.270000000000000000e+02,2.098881452256508642e-02,2.093500514900398384e-05,1.700420433280157295e-02,3.892722328783006225e-02,3.162277660168379134e-02,2.442892172801889479e+06,6.302562912531952374e+06,1.000145835063550592e+00
3.260000000000000000e+02,2.215656296197147934e-02,2.330624442620450991e-05,1.710188781348261772e-02,4.309037441174052435e-02,3.162277660168379134e-02,2.435850870734894183e+06,5.913109561177786440e+06,1.000110474865598231e+00
3.250000000000000000e+02,2.332785826955328934e-02,2.572777356060044576e-05,1.720040903034393900e-02,4.726617050928791364e-02,3.162277660168379134e-02,2.428809865381910466e+06,5.522473301201255061e+06,1.000720998197798695e+00
3.240000000000000000e+02,2.450273110034991916e-02,2.814244482584884685e-05,1.729977739142597379e-02,5.145472086904622627e-02,3.162277660168379134e-02,2.421769168020908721e+06,5.130643908903975971e+06,9.997607484454202886e-01
3.230000000000000000e+02,2.568121245691041762e-02,3.062053471957139106e-05,1.740000243423181839e-02,5.565613601849943998e-02,3.162277660168379134e-02,2.414728790035670158e+06,4.737611044690346345e+06,9.998858205175191749e-01
3.220000000000000000e+02,2.686333369412835168e-02,3.313798827656017467e-05,1.750109382781642881e-02,5.987052774127833710e-02,3.162277660168379134e-02,2.407688742917308118e+06,4.343364251455079764e+06,1.000110208826446634e+00
3.210000000000000000e+02,2.804912652415724947e-02,3.568733787595846599e-05,1.760306137491397457e-02,6.409800909468459096e-02,3.162277660168379134e-02,2.400649038265817333e+06,3.947892952943861019e+06,1.000187468833295457e+00
3.200000000000000000e+02,2.923862302140665601e-02,3.824979468789916444e-05,1.770591501410428287e-02,6.833869442750226120e-02,3.162277660168379134e-02,2.393609687791644596e+06,3.551186452087125741e+06,9.996409888016852818e-01
3.190000000000000000e+02,3.043185562761704932e-02,4.086300783724566187e-05,1.780966482201911533e-02,7.259269939809047389e-02,3.162277660168379134e-02,2.386570703317291103e+06,3.153233929307535291e+06,9.994973308050327798e-01
3.180000000000000000e+02,3.162885715702017791e-02,4.355779116432368736e-05,1.791432101558892639e-02,7.686014099278047629e-02,3.162277660168379134e-02,2.379532096778946929e+06,2.754024440798961557e+06,1.000378430713151356e+00
3.170000000000000000e+02,3.282966080158709193e-02,4.627313272837118354e-05,1.801989395433139726e-02,8.114113754458555927e-02,3.162277660168379134e-02,2.372493880228136666e+06,2.353546916776229627e+06,1.000772999633226412e+00
3.160000000000000000e+02,3.403430013635826146e-02,4.899454933714489054e-05,1.812639414268181828e-02,8.543580875220344040e-02,3.162277660168379134e-02,2.365456065833417699e+06,1.951790159697477939e+06,1.000452360539285879e+00
3.150000000000000000e+02,3.524280912486583983e-02,5.195544297367475634e-05,1.823383223236706152e-02,9.003579152423443754e-02,3.162277660168379134e-02,2.358418665882085916e+06,1.641759481849116739e+06,1.000778370450769783e+00
3.140000000000000000e+02,3.645522212464347156e-02,5.538407295138761703e-05,1.834221902482331690e-02,9.540937318258524424e-02,3.162277660168379134e-02,2.351381692781924270e+06,1.572825090414789272e+06,1.000787731909575040e+00
3.130000000000000000e+02,3.767157389282731195e-02,5.880121954957845664e-05,1.845156547365883748e-02,1.008004120058361014e-01,3.162277660168379134e-02,2.344345159062980674e+06,1.503666751692588208e+06,9.997486070279416603e-01
3.120000000000000000e+02,3.889189959185579415e-02,6.237265724395830513e-05,1.856188268716261330e-02,1.062090638387645641e-01,3.162277660168379134e-02,2.337309077379368246e+06,1.434282466445211554e+06,1.000485139137713864e+00
3.110000000000000000e+02,4.011623479525609770e-02,6.587390077085037668e-05,1.867318193085966763e-02,1.116354863481501813e-01,3.162277660168379134e-02,2.330273460511110257e+06,1.364670212062007748e+06,9.992928591520785497e-01
3.100000000000000000e+02,4.134461549353605353e-02,6.947342159833940043e-05,1.878547463011431828e-02,1.170798390488882734e-01,3.162277660168379134e-02,2.323238321366007440e+06,1.294827942223979160e+06,9.988824884945665117e-01
3.090000000000000000e+02,4.257707810016654604e-02,7.333687147740468922e-05,1.889877237278197661e-02,1.225422833305047782e-01,3.162277660168379134e-02,2.316203672981541604e+06,1.224753586563638644e+06,1.001389000592391776e+00
3.080000000000000000e+02,4.381365945767377867e-02,7.703884744475259958e-05,1.901308691191085087e-02,1.280229824841579711e-01,3.162277660168379134e-02,2.309169528526812326e+06,1.154445050318621332e+06,1.000850482485785342e+00
3.070000000000000000e+02,4.505439684382654686e-02,8.073831027677039380e-05,1.912843016849424121e-02,1.335221017300613766e-01,3.162277660168379134e-02,2.302135901304511819e+06,1.083900213979893364e+06,9.996481496403615274e-01
3.060000000000000000e+02,4.629932797793259031e-02,8.447872453500165630e-05,1.924481423427474788e-02,1.390398082453899453e-01,3.162277660168379134e-02,2.295102804752929602e+06,1.013116932933758711e+06,9.983767639784504322e-01
