# Time (s),Elevation (rad),eta_tot,eta_diff,eta_atm,eta_sys,Distance (m),sigma2,T_turb
3.440000000000000000e+02,3.696214374589059499e-04,0.000000000000000000e+00,1.536605663591868003e-02,1.811963056170011986e-03,3.162277660168379134e-02,2.570776608660116326e+06,inf,0.000000000000000000e+00
3.430000000000000000e+02,1.473806962000411870e-03,0.000000000000000000e+00,1.544971378227174251e-02,3.396189350304794265e-03,3.162277660168379134e-02,2.563757900273354724e+06,inf,0.000000000000000000e+00
3.420000000000000000e+02,2.580992519406795187e-03,0.000000000000000000e+00,1.553405127751449587e-02,4.984719931031071985e-03,3.162277660168379134e-02,2.556739444324285258e+06,inf,0.000000000000000000e+00
3.410000000000000000e+02,3.691202542675046157e-03,0.000000000000000000e+00,1.561907636148405706e-02,6.577589853505262131e-03,3.162277660168379134e-02,2.549721251557674725e+06,inf,0.000000000000000000e+00
3.400000000000000000e+02,4.804461724999571984e-03,0.000000000000000000e+00,1.570479636834026804e-02,8.174834546201109262e-03,3.162277660168379134e-02,2.542703332812702749e+06,inf,0.000000000000000000e+00
3.390000000000000000e+02,5.920795023160371588e-03,0.000000000000000000e+00,1.579121872800514498e-02,9.776489815770859904e-03,3.162277660168379134e-02,2.535685699024256784e+06,inf,0.000000000000000000e+00
3.380000000000000000e+02,7.040227660960967845e-03,0.000000000000000000e+00,1.587835096762751572e-02,1.138259185197782082e-02,3.162277660168379134e-02,2.528668361224227585e+06,inf,0.000000000000000000e+00
3.370000000000000000e+02,8.162785132722422121e-03,0.000000000000000000e+00,1.596620071307276387e-02,1.299317723270938113e-02,3.162277660168379134e-02,2.521651330542844255e+06,inf,0.000000000000000000e+00
3.360000000000000000e+02,9.288493206826696491e-03,0.000000000000000000e+00,1.605477569043863365e-02,1.460828292906084583e-02,3.162277660168379134e-02,2.514634618210016750e+06,inf,0.000000000000000000e+00
3.350000000000000000e+02,1.041737792931719114e-02,0.000000000000000000e+00,1.614408372759732965e-02,1.622794631050129138e-02,3.162277660168379134e-02,2.507618235556707252e+06,inf,0.000000000000000000e+00
3.340000000000000000e+02,1.154946562755490395e-02,0.000000000000000000e+00,1.623413275576442508e-02,1.785220515011922901e-02,3.162277660168379134e-02,2.500602194016322959e+06,inf,0.000000000000000000e+00
3.330000000000000000e+02,1.268478291392777756e-02,0.000000000000000000e+00,1.632493081109519587e-02,1.948109762994456456e-02,3.162277660168379134e-02,2.493586505126131233e+06,inf,0.000000000000000000e+00
3.320000000000000000e+02,1.382335668961864189e-02,0.000000000000000000e+00,1.641648603630886660e-02,2.111466234635466649e-02,3.162277660168379134e-02,2.486571180528698489e+06,inf,0.000000000000000000e+00
3.310000000000000000e+02,1.496521414843355463e-02,0.000000000000000000e+00,1.650880668234121912e-02,2.275293831556704158e-02,3.162277660168379134e-02,2.479556231973351445e+06,inf,0.000000000000000000e+00
3.300000000000000000e+02,1.611038278068363180e-02,0.000000000000000000e+00,1.660190111002628199e-02,2.439596497920878265e-02,3.162277660168379134e-02,2.472541671317663975e+06,inf,0.000000000000000000e+00
3.290000000000000000e+02,1.725889037713419782e-02,0.000000000000000000e+00,1.669577779180746874e-02,2.604378220998260565e-02,3.162277660168379134e-02,2.465527510528967716e+06,inf,0.000000000000000000e+00
3.280000000000000000e+02,1.841076503301062456e-02,1.579350286169948464e-05,1.679044531347886893e-02,2.973619440887791121e-02,3.162277660168379134e-02,2.458513761685888283e+06,7.162362831574676558e+06,1.000301364987849606e+00
3.270000000000000000e+02,1.956603515206491173e-02,1.808449004654147420e-05,1.688591237595723007e-02,3.385485895362001785e-02,3.162277660168379134e-02,2.451500436979908030e+06,6.777071098867475055e+06,1.000370155576898457e+00
3.260000000000000000e+02,2.072472945071137176e-02,2.040214240459307718e-05,1.698218779708522350e-02,3.798573107375812635e-02,3.162277660168379134e-02,2.444487548716949299e+06,6.390637375151931308e+06,1.000141955471927524e+00
