# Time (s),Elevation (rad),eta_tot,eta_diff,eta_atm,eta_sys,Distance (m),sigma2,T_turb
3.380000000000000000e+02,5.603151871861835774e-04,0.000000000000000000e+00,1.538047213254472266e-02,2.085560242268383931e-03,3.162277660168379134e-02,2.569563097576061729e+06,inf,0.000000000000000000e+00
3.370000000000000000e+02,1.644320215829991362e-03,0.000000000000000000e+00,1.546267266953497976e-02,3.640832640957844188e-03,3.162277660168379134e-02,2.562675755104474258e+06,inf,0.000000000000000000e+00
3.360000000000000000e+02,2.731103264192625592e-03,0.000000000000000000e+00,1.554552065787053947e-02,5.200090793659083860e-03,3.162277660168379134e-02,2.555789381260222290e+06,inf,0.000000000000000000e+00
3.350000000000000000e+02,3.820685539117513532e-03,0.000000000000000000e+00,1.562902266493881170e-02,6.763365126816052800e-03,3.162277660168379134e-02,2.548903992390658241e+06,inf,0.000000000000000000e+00
3.340000000000000000e+02,4.913088452312675512e-03,0.000000000000000000e+00,1.571318533805448128e-02,8.330686360801455026e-03,3.162277660168379134e-02,2.542019604994977359e+06,inf,0.000000000000000000e+00
3.330000000000000000e+02,6.008333622654421328e-03,0.000000000000000000e+00,1.579801540556756076e-02,9.902085513221968102e-03,3.162277660168379134e-02,2.535136235726209823e+06,inf,0.000000000000000000e+00
3.320000000000000000e+02,7.106442878518881047e-03,0.000000000000000000e+00,1.588351967798817821e-02,1.147759390226340062e-02,3.162277660168379134e-02,2.528253901393233333e+06,inf,0.000000000000000000e+00
3.310000000000000000e+02,8.207438260143851833e-03,0.000000000000000000e+00,1.596970504912829589e-02,1.305724315007933921e-02,3.162277660168379134e-02,2.521372618962824810e+06,inf,0.000000000000000000e+00
3.300000000000000000e+02,9.311342022016182510e-03,0.000000000000000000e+00,1.605657849726059919e-02,1.464106518621644502e-02,3.162277660168379134e-02,2.514492405561737716e+06,inf,0.000000000000000000e+00
3.290000000000000000e+02,1.041817663528972482e-02,0.000000000000000000e+00,1.614414708629480222e-02,1.622909225108360234e-02,3.162277660168379134e-02,2.507613278478817549e+06,inf,0.000000000000000000e+00
