# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB),sigma2,T_turb
2.200000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.868790192750117481e+08,5.498788899247476075e-03,1.776109096720704730e-02,5.376236973649662733e+08,6.929430271443407983e+05,2.956279219042860903e+06,3.067628732430465892e+07,1.000000000000000036e-10,2.496844842505786419e+08,3.810347425472243685e+03,2.457396027495882881e+05,6.929113046467770820e-01,9.653429808784856903e-01,9.653429808784856903e-01,9.618039650588021683e-01,2.818553729747959313e-02,1.001049764371823858e-02,7.174983426844562251e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.040947810362277437e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,1.428571428571428603e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.325943534868765920e+08,5.500283793880883683e-03,1.820856309131524062e-02,3.827908650461094379e+08,5.938647764861033065e+05,2.105458391458760016e+06,2.184665334843201935e+07,1.000000000000000036e-10,1.777762473409449160e+08,3.266424805863207439e+03,2.076272431744032947e+05,6.897185146298525638e-01,9.621047010392868026e-01,9.621047010392868026e-01,9.588161430840695942e-01,3.017247730530570049e-02,1.101137961062470527e-02,7.161970226017686514e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.183804953219420142e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,2.857142857142857206e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,9.395527039350821078e+07,5.502369041553050073e-03,1.866255503410739133e-02,2.723848076503289938e+08,5.087628047149340273e+05,1.498761733004552545e+06,1.555049528661463782e+07,1.000000000000000036e-10,1.264304960997877717e+08,2.799400706157153309e+03,1.755562605434979778e+05,6.866804373260176897e-01,9.585722736419387546e-01,9.585722736419387546e-01,9.550202367940399117e-01,3.278588513922346681e-02,1.219387806673662145e-02,7.155888665838586737e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.326662096076563202e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,4.285714285714285587e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,6.647712039565469325e+07,5.505314297786677129e-03,1.916407495300224278e-02,1.931102824055543840e+08,4.292092193159721210e+05,1.063132798776921583e+06,1.102964555180774815e+07,1.000000000000000036e-10,8.978212332421162724e+07,2.362931651842079191e+03,1.462135886723557487e+05,6.813308772212733899e-01,9.549779599418297682e-01,9.549779599418297682e-01,9.504788863495411411e-01,3.598161831182103421e-02,1.353949533863782473e-02,7.130434196103260236e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.469519238933705907e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,5.714285714285714413e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,4.695536835890876502e+07,5.509413302217201248e-03,1.977001862712167088e-02,1.370017531053692698e+08,3.648876920832841424e+05,7.547992809857982211e+05,7.829846159753412008e+06,1.000000000000000036e-10,6.371494991874098033e+07,2.010317104578979297e+03,1.222138636484390445e+05,6.772190056477463971e-01,9.509247311519688495e-01,9.509247311519688495e-01,9.461180788980859679e-01,3.920406024880052076e-02,1.467786085311351130e-02,7.116433082084596684e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.612376381790848967e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,7.142857142857143238e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,3.310240843918870762e+07,5.515151697689664109e-03,2.041519338824905952e-02,9.707458095783734322e+07,3.098521374222576269e+05,5.353810399721293943e+05,5.552794386769062839e+06,1.000000000000000036e-10,4.514587567269608378e+07,1.708881541737135876e+03,1.020731670927331870e+05,6.728516427889522644e-01,9.465243261378477602e-01,9.465243261378477602e-01,9.410587483025186772e-01,4.274788936873296502e-02,1.619336232874835774e-02,7.104517704745401119e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.755233524647991672e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,8.571428571428571175e+00,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,2.328517267394832894e+07,5.523207378020592723e-03,2.104187910391076138e-02,6.861931943688814342e+07,2.644397678765617311e+05,3.789987313885724870e+05,3.929920681544462219e+06,1.000000000000000036e-10,3.191484624029798061e+07,1.460555676977878420e+03,8.591984410022324300e+04,6.677848898282066070e-01,9.415501200504494683e-01,9.415501200504494683e-01,9.352159960095967062e-01,4.663022481646631606e-02,1.815377917393697776e-02,7.090574478794045010e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.898090667505134377e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,1.000000000000000000e+01,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.633844296061516739e+07,5.534485751952793881e-03,2.185315021596963628e-02,4.848324379738231748e+07,2.235808569250500877e+05,2.683298220050660893e+05,2.781451991955815814e+06,1.032401775234653627e+02,2.253985637595010176e+07,1.237405067061086129e+03,7.128523210859553365e+04,6.627467500810221290e-01,9.364101793825124753e-01,9.364101793825124753e-01,9.288965070653333322e-01,5.100055159489311207e-02,2.010294133977355568e-02,7.079870469092824914e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.040947810362277437e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,1.142857142857142883e+01,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,1.143106494594466500e+07,5.550348333415926899e-03,2.269268765146370201e-02,3.416639843340163678e+07,1.894254149264131265e+05,1.896354126036553062e+05,1.964811036064980086e+06,2.085990192686105615e+02,1.587765466337930597e+07,1.051377036043437784e+03,5.937350983803701092e+04,6.568779130983867232e-01,9.307005936931329604e-01,9.307005936931329604e-01,9.214931425954820954e-01,5.611078067934990171e-02,2.239607672516800291e-02,7.067516891076263130e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.183804953219420497e+01,9.560239368759228000e+02,9.429875045559934499e-01
2.200000000000000000e+02,1.285714285714285765e+01,5.000000000000000104e-03,1.000000000000000021e-08,9.000000000000000000e+01,7.971004039957948960e+06,5.572572690825457198e-03,2.357751258939379604e-02,2.402352730515016243e+07,1.628729034994502435e+05,1.338728521979794896e+05,1.386157787646882469e+06,2.890781726844803075e+02,1.115380007451100834e+07,9.076210941164868018e+02,5.018186745809991407e+04,6.511602542281038630e-01,9.239248721656044827e-01,9.239248721656044827e-01,9.142225178225581450e-01,6.117617433122437415e-02,2.460130784621748085e-02,7.055641533871932491e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,3.326662096076563557e+01,9.560239368759228000e+02,9.429875045559934499e-01
