# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB),sigma2,T_turb
2.000000000000000000e+02,0.000000000000000000e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,9.525371862207433581e+07,2.073596871260518712e-02,4.238986906158137558e-02,3.403486920215002298e+08,8.897475200426465599e+05,7.057459829133927822e+06,5.746501396875966340e+07,9.798176102521932626e+04,2.043514122222761810e+08,1.844977673772237176e+04,4.631054752898716833e+05,4.568914500063327444e-01,9.513575843026547130e-01,9.513575843026547130e-01,9.412444984120375002e-01,4.664915315673309748e-02,1.210634843122940230e-02,4.804559659616661760e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.021289338449472694e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.100000000000000000e+02,0.000000000000000000e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,9.611740651632755995e+07,2.074633106556999368e-02,4.237948884221320184e-02,3.434277912815245986e+08,8.973206927625315730e+05,7.124866655043981969e+06,5.800785093468684703e+07,1.033234441515609069e+05,2.062146308034324944e+08,1.861611216403809522e+04,4.672658193397239083e+05,4.568688817229665800e-01,9.513698608700115189e-01,9.513698608700115189e-01,9.414273840485019029e-01,4.647899997400856825e-02,1.209361597748952882e-02,4.803567321154825764e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.021289338449472694e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.200000000000000000e+02,0.000000000000000000e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,9.686337034978723526e+07,2.075669355811551181e-02,4.240046286087015975e-02,3.463069980752664804e+08,9.027455593429572182e+05,7.188188236079204828e+06,5.851731991748530418e+07,1.086477186435859476e+05,2.079146146118735373e+08,1.873801293623134552e+04,4.699982265628036112e+05,4.570656751622910741e-01,9.514235318589195911e-01,9.514235318589195911e-01,9.417447766517109686e-01,4.619073296228636688e-02,1.206449038600266449e-02,4.804344160789462692e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.021289338449472694e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.000000000000000000e+02,1.428571428571428603e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,6.689563858005262166e+07,2.083731625455977413e-02,4.318411458300570882e-02,2.415287372505627573e+08,7.592357809232936706e+05,5.032810682654447854e+06,4.093791156603678316e+07,9.815203220742667327e+04,1.449434186618638039e+08,1.582043607887632606e+04,3.917274497872844222e+05,4.544788186076990089e-01,9.469100108996882925e-01,9.469100108996882925e-01,9.369794203465072746e-01,4.961998026120004179e-02,1.340059939229268360e-02,4.797510071409484822e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.164146481306615399e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.100000000000000000e+02,1.428571428571428603e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,6.749338339087945223e+07,2.085187266535816486e-02,4.318319750669250695e-02,2.437288842669638693e+08,7.613796627032154938e+05,5.082203659604547545e+06,4.133368192798838764e+07,1.035978062849814742e+05,1.462719226982687712e+08,1.587619177668079828e+04,3.930701652919195476e+05,4.543432413487042409e-01,9.470668463033120599e-01,9.470668463033120599e-01,9.367185781220642715e-01,4.978798110819357414e-02,1.349344076974215434e-02,4.797219290117762380e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.164146481306615399e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.200000000000000000e+02,1.428571428571428603e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,6.800750938021531701e+07,2.086667124873559098e-02,4.321268167654168657e-02,2.457035991305058300e+08,7.576514169298413908e+05,5.127016227687381208e+06,4.169199200486592948e+07,1.089710485852765269e+05,1.474645715142133236e+08,1.580966303821370093e+04,3.912097961168989423e+05,4.541490675489708861e-01,9.473912101591197565e-01,9.473912101591197565e-01,9.360034966814196888e-01,5.061955765543403596e-02,1.337694566314627520e-02,4.797921304521363117e-01,1.000000000000002137e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.164146481306615399e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.000000000000000000e+02,2.857142857142857206e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,4.680964019665521383e+07,2.097996950717929965e-02,4.409613645093215378e-02,1.709263915142022967e+08,6.412988622587800492e+05,3.586030481940154918e+06,2.912812605887838081e+07,9.835616280522424495e+04,1.025924341472573727e+08,1.345443057517798661e+04,3.280836416914361180e+05,4.510320601903474169e-01,9.422825893488783189e-01,9.422825893488783189e-01,9.314211053035058585e-01,5.371632936392223973e-02,1.486256533257190177e-02,4.784736192001314281e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.307003624163758460e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.100000000000000000e+02,2.857142857142857206e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,4.721825971917576343e+07,2.099982891851015498e-02,4.411056314659304867e-02,1.726324401876318753e+08,6.452782841517821653e+05,3.625251709725206718e+06,2.944090567660901695e+07,1.036884593483753415e+05,1.035700667339035124e+08,1.355073357201720501e+04,3.302390338884545490e+05,4.513355346434739235e-01,9.423843600435397594e-01,9.423843600435397594e-01,9.310936391271569246e-01,5.401198153142394015e-02,1.489437934141913528e-02,4.789360787690135624e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.307003624163758460e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.200000000000000000e+02,2.857142857142857206e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,4.756769863472263515e+07,2.102021170846567893e-02,4.418923964458622289e-02,1.741319096030012369e+08,6.429936357370433398e+05,3.660289605054493994e+06,2.971944467538222671e+07,1.090768735568263073e+05,1.044616767292422503e+08,1.351586235038871382e+04,3.288318046521843644e+05,4.513925033051867097e-01,9.427145454077213715e-01,9.427145454077213715e-01,9.310694747944122662e-01,5.406199551171980699e-02,1.486852969386792678e-02,4.790043233374094989e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.307003624163758460e+01,5.411860103907044959e+02,9.866529299323076874e-01
2.000000000000000000e+02,4.285714285714285587e+00,2.000000000000000042e-02,4.999999999999999774e-07,9.000000000000000000e+01,3.260082861341457069e+07,2.117923693096901774e-02,4.517557650247536888e-02,1.208831277016179711e+08,5.438694679706606548e+05,2.560212402549151331e+06,2.075481310237995908e+07,9.841188837190851336e+04,7.251227880252362788e+07,1.151874032167068799e+04,2.757615012347434531e+05,4.478169818133062585e-01,9.371407332937364831e-01,9.371407332937364831e-01,9.248331196951223854e-01,5.861561802934072557e-02,1.655126227553688906e-02,4.778758573828604250e-01,1.000000000000002276e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,2.449860767020901164e+01,5.411860103907044959e+02,9.866529299323076874e-01
